	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	2,001	1,987	2,470	2,814	607	656	601	674
영업이익	375	282	323	400	99	78	-2	90
영업이익(발표기준)	375	282	323		99	78	-2	
세전계속사업이익	507	264	298	403	100	58	-7	
당기순이익	794	204	162	280	79	28	-55	
당기순이익(지배)	793	204	162	280	79	28	-55	
당기순이익(비지배)	1							
자산총계	2,537	2,541	3,126	3,314	2,910	3,065	3,126	
부채총계	643	591	1,125	1,209	882	1,004	1,125	
자본총계	1,894	1,949	2,000	2,105	2,028	2,061	2,000	
자본총계(지배)	1,893	1,949	2,000	2,105	2,028	2,061	2,000	
자본총계(비지배)	1							
자본금	31	31	31	31	31	31	31	
영업활동현금흐름	804	329	395	526	155	59	4	
투자활동현금흐름	118	-562	-469	-182	-296	-61	-92	
재무활동현금흐름	-125	-284	-361	-123	-287	-30	-29	
CAPEX	45	122	357	180	121	61	136	
FCF	759	206	38		34	-2	-132	
이자발생부채	325	192	569		375	452	569	
영업이익률	18.72	14.17	13.08	14.21	16.28	11.83	-0.32	13.35
순이익률	39.67	10.28	6.56	9.95	12.93	4.21	-9.20	
ROE(%)	51.19	10.63	8.21	13.64	13.57	11.95	8.21	
ROA(%)	35.96	8.04	5.72	8.70	9.73	8.42	5.72	
부채비율	33.95	30.34	56.26	57.43	43.48	48.74	56.26	
자본유보율	5,930.97	6,100.11	6,247.03		6,335.23	6,423.36	6,247.03	
EPS(원)	12,639	3,254	2,584	4,462	1,251	441	-882	
PER(배)	3.55	10.28	26.67	14.43	17.27	17.58	26.67	
BPS(원)	30,174	31,075	31,892	33,559	32,333	32,852	31,892	
PBR(배)	1.49	1.08	2.16	1.92	2.25	2.03	2.16	
현금DPS(원)	2,400	1,850	2,050	2,800	0	0	2,050	
현금배당수익률	5.35	5.53	2.98	4.35				
현금배당성향(%)	18.98	56.83	79.31	62.75	0.00	0.00	-232.40	
발행주식수(보통주)	6,275,415	6,275,415	6,275,415		6,275,415	6,275,415	6,275,415	
