	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	14,622	15,188	14,804	15,475	3,823	3,937	3,133	4,087
영업이익	887	501	125	628	33	85	11	256
영업이익(발표기준)	887	501	125		33	85	11	
세전계속사업이익	1,449	894	549	2,179	183	27	1,577	413
당기순이익	1,096	583	366	1,552	126	27	1,154	265
당기순이익(지배)	1,090	575	400	1,610	143	46	1,158	299
당기순이익(비지배)	6							
자산총계	20,947	21,738	21,172	22,419	21,345	21,172	22,524	
부채총계	4,883	5,221	4,672	4,764	4,860	4,672	5,187	
자본총계	16,063	16,517	16,500	17,655	16,485	16,500	17,338	
자본총계(지배)	16,000	16,417	16,463	17,731	16,363	16,463	17,305	
자본총계(비지배)	63							
자본금	595	622	651	663	651	651	680	
영업활동현금흐름	1,261	935	660	1,401	472	166	356	
투자활동현금흐름	-422	-582	316	-147	205	106	1,892	
재무활동현금흐름	-682	-514	-670	-243	-93	-143	-72	
CAPEX	568	460	428	281	143	88	82	
FCF	694	474	232	683	330	78	274	
이자발생부채	1,338	1,186	915		1,007	915	799	
영업이익률	6.07	3.30	0.85	4.06	0.88	2.16	0.34	6.26
순이익률	7.50	3.84	2.47	10.03	3.28	0.69	36.82	6.48
ROE(%)	7.04	3.55	2.43	9.42	2.71	2.43	8.33	
ROA(%)	5.30	2.73	1.71	7.12	2.04	1.71	6.06	
부채비율	30.40	31.61	28.32	26.98	29.48	28.32	29.92	
자본유보율	2,707.01	2,650.39	2,547.07		2,544.55	2,547.07	2,566.60	
EPS(원)	1,603	845	588	2,366	211	68	1,702	439
PER(배)		46.35	80.44	21.97	67.30	80.44	22.22	
BPS(원)	25,448	26,230	26,384	28,434	26,225	26,384	27,751	
PBR(배)	1.58	1.49	1.79	1.83	1.67	1.79	1.65	
현금DPS(원)	349	365	382	391	0	382		
현금배당수익률	0.87	0.93	0.81	0.75				
현금배당성향(%)	19.95	39.53	59.44	16.25	0.00	512.24		
발행주식수(보통주)	66,856,810	66,856,810	66,856,810		66,856,810	66,856,810	66,856,810	
