	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	261	310	315		75	74	85	
영업이익	-54	-143	-164		-44	-52	-34	
영업이익(발표기준)	-54	-143	-164		-44	-52	-34	
세전계속사업이익	-56	-143	-167		-56	-20	-58	
당기순이익	-57	-144	-169		-57	-20	-58	
당기순이익(지배)	-57	-144	-169		-57	-20	-58	
당기순이익(비지배)								
자산총계	368	670	850		923	910	850	
부채총계	122	82	110		113	112	110	
자본총계	246	588	740		810	798	740	
자본총계(지배)	246	588	740		810	798	740	
자본총계(비지배)								
자본금	34	39	41		41	41	41	
영업활동현금흐름	-52	-135	-151		-36	-62	-16	
투자활동현금흐름	-5	-360	-181		-145	-45	25	
재무활동현금흐름	31	472	309		276	14	-10	
CAPEX	26	36	28		3	15	1	
FCF	-78	-171	-179		-39	-77	-17	
이자발생부채	56	39	31		33	37	31	
영업이익률	-20.59	-46.17	-52.12		-59.39	-70.92	-39.35	
순이익률	-21.68	-46.47	-53.64		-76.54	-27.43	-68.02	
ROE(%)	-22.00		-25.41		-20.23	-20.39	-25.41	
ROA(%)	-15.42		-22.20		-17.28	-17.46	-22.20	
부채비율	49.84	13.99	14.79		14.00	14.05	14.79	
자본유보율	572.56	1,407.72	1,722.72		1,888.80	1,859.99	1,722.72	
EPS(원)	-830	-1,905	-2,096		-709	-247	-707	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	3,593	7,610	9,036		9,908	9,740	9,036	
PBR(배)	14.83	13.00	7.79		6.01	4.92	7.79	
현금DPS(원)	0	0			0	0		
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	6,835,375	7,728,732	7,859,262		7,837,768	7,857,308	7,859,262	
