	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	128,272	99,882	105,309	103,654	27,598	26,133	24,498	25,692
영업이익	2,123	1,657	1,348	1,683	292	17	499	380
영업이익(발표기준)	2,123	1,657	1,348		292	17	499	
세전계속사업이익	1,779	1,566	-753	4,198	118	-2,734	3,745	349
당기순이익	882	-360	-149	2,937	90	-2,147	2,705	222
당기순이익(지배)	602	-704	286	2,551	20	-1,445	2,570	165
당기순이익(비지배)	280							
자산총계	49,676	50,381	48,760	50,653	55,972	48,760	53,330	
부채총계	33,821	34,885	33,274	32,441	37,976	33,274	35,442	
자본총계	15,855	15,495	15,486	18,212	17,995	15,486	17,887	
자본총계(지배)	11,944	11,285	11,715	14,126	13,453	11,715	14,068	
자본총계(비지배)	3,911							
자본금	1,938	1,938	1,938	1,940	1,938	1,938	1,938	
영업활동현금흐름	1,806	308	2,250	3,539	-1,032	2,772	-290	
투자활동현금흐름	-102	-693	781	-704	38	266	3,763	
재무활동현금흐름	-669	-73	-2,298	-1,448	265	-1,686	-1,015	
CAPEX	744	1,030	644	852	130	181	134	
FCF	1,063	-723	1,606	2,811	-1,163	2,591	-424	
이자발생부채	14,066	14,307	14,620		16,161	14,620	14,287	
영업이익률	1.65	1.66	1.28	1.62	1.06	0.06	2.04	1.48
순이익률	0.69	-0.36	-0.14	2.83	0.33	-8.22	11.04	0.86
ROE(%)	4.93	-6.06	2.48	19.74	11.94	2.48	15.42	
ROA(%)	1.74	-0.72	-0.30	5.91	3.37	-0.30	3.02	
부채비율	213.32	225.13	214.86	178.12	211.03	214.86	198.14	
자본유보율	547.95	506.35	515.19		590.71	515.19	642.15	
EPS(원)	1,553	-1,815	737	6,582	51	-3,727	6,629	425
PER(배)	17.48	N/A	20.41	2.12	4.47	20.41	1.75	
BPS(원)	30,895	29,191	30,303	37,436	34,798	30,303	36,390	
PBR(배)	0.88	0.53	0.50	0.37	0.49	0.50	0.25	
현금DPS(원)	250	250	300	292	0	300		
현금배당수익률	0.92	1.63	1.99	2.09				
현금배당성향(%)	16.05	-13.74	40.59	4.43	0.00	-8.03		
발행주식수(보통주)	38,760,000	38,760,000	38,760,000		38,760,000	38,760,000	38,760,000	
