	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	10	17	13		2	1	2	
영업이익	-52	-49	-62		-16	-6	-21	
영업이익(발표기준)	-52	-49	-62		-16	-6	-21	
세전계속사업이익	-52	-35	-150		-16	-78	-20	
당기순이익	-43	-35	-150		-16	-78	-20	
당기순이익(지배)	-42	-26	-107		-19	-60	-14	
당기순이익(비지배)	-1							
자산총계	236	382	258		336	258	260	
부채총계	92	50	107		105	107	120	
자본총계	144	332	151		231	151	140	
자본총계(지배)	144	297	148		209	148	136	
자본총계(비지배)	0							
자본금	47	57	57		57	57	57	
영업활동현금흐름	-86	-46	-50		-43	15	-13	
투자활동현금흐름	-132	-155	95		-15	54	-9	
재무활동현금흐름	209	178	-11		29	-44	-3	
CAPEX	4	2	18		2	0	1	
FCF	-90	-47	-68		-44	15	-14	
이자발생부채	78	37	88		88	88	85	
영업이익률	-504.09	-281.85	-493.71		-790.52	-447.48	-892.75	
순이익률	-417.26	-202.15	-1,198.90		-758.51	-5,859.56	-844.81	
ROE(%)	-45.63	-11.72	-48.28		-21.81	-48.28	-51.83	
ROA(%)	-28.38	-11.38	-46.84		-23.14	-46.84	-44.67	
부채비율	63.89	14.95	70.86		45.70	70.86	85.44	
자본유보율	201.20	380.49	193.61		250.81	193.61	169.87	
EPS(원)	-432	-243	-935		-165	-522	-119	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	1,421	2,584	1,291		1,823	1,291	1,183	
PBR(배)	13.19	3.24	3.76		2.69	3.76	3.35	
현금DPS(원)	0	0						
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	10,135,254	11,482,523	11,482,523		11,482,523	11,482,523	11,482,523	
