	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	3,520	4,327	4,699	5,751	1,141	1,125	1,352	1,296
영업이익	179	218	321	400	92	85	91	71
영업이익(발표기준)	179	218	321		92	85	91	
세전계속사업이익	146	207	375	433	102	141	73	60
당기순이익	102	168	245	328	75	108	18	52
당기순이익(지배)	107	170	245	327	76	107	17	58
당기순이익(비지배)	-5							
자산총계	2,213	2,797	3,119	3,565	2,926	2,944	3,119	
부채총계	1,167	1,638	1,846	1,998	1,679	1,586	1,846	
자본총계	1,046	1,159	1,274	1,567	1,247	1,358	1,274	
자본총계(지배)	1,045	1,159	1,272	1,560	1,248	1,356	1,272	
자본총계(비지배)	2							
자본금	98	110	115	126	115	115	115	
영업활동현금흐름	184	280	732	499	155	-105	316	
투자활동현금흐름	-279	-28	-216	-115	-81	9	-82	
재무활동현금흐름	134	-54	-135	-58	-32	6	-108	
CAPEX	326	55	78	91	25	38	5	
FCF	-141	225	654	376	129	-143	311	
이자발생부채	150	151	151		152	152	151	
영업이익률	5.09	5.03	6.83	6.95	8.10	7.59	6.70	5.49
순이익률	2.90	3.88	5.21	5.70	6.59	9.59	1.30	4.05
ROE(%)	10.78	15.47	20.20	23.06	18.48	21.97	20.20	
ROA(%)	5.01	6.70	8.27	9.80	8.33	10.75	8.27	
부채비율	111.56	141.33	144.91	127.49	134.72	116.73	144.91	
자본유보율	1,037.82	1,093.50	1,222.10		1,115.38	1,204.57	1,222.10	
EPS(원)	477	751	1,069	1,422	331	467	76	254
PER(배)	33.63	15.52	20.77	34.40	19.74	17.95	20.77	
BPS(원)	4,765	5,237	5,865	7,195	5,639	6,115	5,865	
PBR(배)	3.37	2.22	3.79	6.80	3.34	3.49	3.79	
현금DPS(원)	0	143	230	196	0	0	230	
현금배당수익률	0.00	1.23	1.04	0.40			1.03	
현금배당성향(%)	0.00	18.55	20.31	13.79	0.00	0.00	285.80	
발행주식수(보통주)	22,509,596	22,971,393	22,971,393		22,971,393	22,971,393	22,971,393	
