	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	14,734	14,249	15,718	16,935	4,084	3,855	4,712	3,527
영업이익	729	702	802	840	228	206	250	152
영업이익(발표기준)	729	702	802		228	206	250	
세전계속사업이익	767	751	834	890	241	220	242	164
당기순이익	552	552	569	600	174	151	152	135
당기순이익(지배)	537	540	559	594	170	148	151	80
당기순이익(비지배)								
자산총계	8,040	8,291	10,267	10,810	9,911	10,063	10,267	
부채총계	3,882	3,775	5,117	5,210	5,094	5,084	5,117	
자본총계	4,158	4,516	5,150	5,600	4,817	4,980	5,150	
자본총계(지배)	4,115	4,461	5,094	5,530	4,765	4,924	5,094	
자본총계(비지배)								
자본금	103	103	105	110	105	105	105	
영업활동현금흐름	500	456	802	600	259	382	-171	
투자활동현금흐름	31	-266	-2,282	-220	-29	-67	-2,047	
재무활동현금흐름	-142	-93	-272	-120	-236	-78	-70	
CAPEX	145	208	164	150	66	42	8	
FCF	354	248	638	450	193	340	-179	
이자발생부채	0	51	1,339		1,014	1,057	1,339	
영업이익률	4.95	4.92	5.10	4.96	5.59	5.36	5.31	4.29
순이익률	3.74	3.88	3.62	3.54	4.25	3.93	3.22	3.83
ROE(%)	13.72	12.59	11.71	11.18	12.40	11.98	11.71	
ROA(%)	6.90	6.76	6.13	5.69	6.42	6.31	6.13	
부채비율	93.37	83.59	99.35	93.04	105.77	102.09	99.35	
자본유보율	3,941.58	4,269.97	4,783.68		4,465.35	4,605.86	4,783.68	
EPS(원)	2,600	2,614	2,673	2,829	809	703	721	381
PER(배)			18.85	14.49	22.74	20.26	18.85	
BPS(원)	19,927	21,602	24,259	26,333	22,688	23,447	24,259	
PBR(배)	0.00	0.00	2.08	1.56	2.69	2.31	2.08	
현금DPS(원)	690	690	710	760	0	0	710	
현금배당수익률			1.41	1.85				
현금배당성향(%)	26.54	26.40	26.66	26.87	0.00	0.00	98.47	
발행주식수(보통주)	20,652,420	20,652,420	21,000,000		21,000,000	21,000,000	21,000,000	
