	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,064	1,125	1,199	1,455	282	330	299	301
영업이익	-201	-176	-171	125	-59	-25	-45	-32
영업이익(발표기준)	-201	-176	-171		-59	-25	-45	
세전계속사업이익	72	100	123	234	55	46	-30	24
당기순이익	86	-54	118	179	32	37	7	17
당기순이익(지배)	85	-59	136	188	33	40	20	36
당기순이익(비지배)	0							
자산총계	3,380	3,541	3,993	4,205	3,663	4,069	3,993	
부채총계	936	1,102	1,445	1,538	1,216	1,581	1,445	
자본총계	2,445	2,439	2,548	2,668	2,447	2,488	2,548	
자본총계(지배)	2,432	2,388	2,513	2,642	2,396	2,438	2,513	
자본총계(비지배)	13							
자본금	33	33	33	32	33	33	33	
영업활동현금흐름	-206	-155	-117	35	25	4	-42	
투자활동현금흐름	33	38	-122	10	6	-217	84	
재무활동현금흐름	-21	106	277	110	-59	303	-74	
CAPEX	23	11	21	57	-45	3	3	
FCF	-229	-166	-138	8	71	2	-45	
이자발생부채	539	665	1,039		801	1,107	1,039	
영업이익률	-18.93	-15.61	-14.23	8.59	-21.02	-7.54	-15.08	-10.64
순이익률	8.07	-4.83	9.86	12.30	11.18	11.32	2.21	5.65
ROE(%)	3.56	-2.45	5.54	7.27	-1.19	0.75	5.54	
ROA(%)	2.58	-1.57	3.14	4.37	-0.85	0.38	3.14	
부채비율	38.27	45.19	56.70	57.64	49.71	63.56	56.70	
자본유보율	7,391.33	7,272.36	7,685.07		7,670.36	7,791.05	7,685.07	
EPS(원)	1,294	-896	2,057	2,843	505	602	299	546
PER(배)	71.33	N/A	14.70	9.80	N/A	106.37	14.70	
BPS(원)	37,810	37,127	39,066	41,080	37,257	37,914	39,066	
PBR(배)	2.44	1.47	0.77	0.68	1.07	0.80	0.77	
현금DPS(원)				0				
현금배당수익률				0.00				
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	6,595,192	6,595,192	6,595,192		6,595,192	6,595,192	6,595,192	
