	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	461,627	542,165	498,765	358,886	123,725	115,518	111,630	72,076
영업이익	32,218	21,032	12,693	-13,999	3,301	1,105	-17,752	-3,885
영업이익(발표기준)	32,218	21,032	12,693		3,301	1,105	-17,752	
세전계속사업이익	32,237	23,875	3,765	-17,748	2,503	-4,366	-20,472	-1,689
당기순이익	21,451	16,990	658	-13,201	1,743	-4,890	-15,522	-1,929
당기순이익(지배)	21,038	16,511	-357	-13,168	1,522	-5,307	-15,580	-1,355
당기순이익(비지배)	413							
자산총계	342,501	358,534	395,261	380,443	395,202	395,261	385,195	
부채총계	149,408	166,791	213,164	213,360	196,887	213,164	221,665	
자본총계	193,093	191,743	182,096	167,083	198,315	182,096	163,530	
자본총계(지배)	180,858	181,226	174,681	158,268	181,851	174,681	156,140	
자본총계(비지배)	12,236							
자본금	4,686	4,686	4,686	4,688	4,686	4,686	4,686	
영업활동현금흐름	21,802	16,995	18,258	12,948	2,395	6,579	-7,282	
투자활동현금흐름	-10,661	-24,694	-31,668	-24,922	-3,599	-11,227	-1,558	
재무활동현금흐름	-16,707	6,043	16,861	11,839	6,136	-3,718	23,360	
CAPEX	9,384	12,715	25,766	27,490	8,686	7,475	8,136	
FCF	12,418	4,280	-7,508	-13,057	-6,291	-896	-15,418	
이자발생부채	55,779	80,138	122,921		111,386	122,921	152,237	
영업이익률	6.98	3.88	2.54	-3.90	2.67	0.96	-15.90	-5.39
순이익률	4.65	3.13	0.13	-3.68	1.41	-4.23	-13.90	-2.68
ROE(%)	11.96	9.12	-0.20	-7.91	4.13	-0.20	-10.69	
ROA(%)	6.42	4.85	0.18	-3.40	2.13	0.18	-4.36	
부채비율	77.38	86.99	117.06	127.70	99.28	117.06	135.55	
자본유보율	3,800.39	3,989.65	3,828.88		3,942.10	3,828.88	3,469.91	
EPS(원)	22,449	17,619	-381	-14,051	1,624	-5,663	-16,625	-1,446
PER(배)	9.11	10.19	N/A	N/A	20.90	N/A	N/A	
BPS(원)	194,069	205,445	198,025	189,353	206,154	198,025	184,800	
PBR(배)	1.05	0.87	0.76	0.55	0.81	0.76	0.47	
현금DPS(원)	8,000	8,000	3,000	1,559	0	1,400		
현금배당수익률	3.91	4.46	2.00	1.51				
현금배당성향(%)	35.44	42.90	-740.62	-10.95	0.00	-23.28		
발행주식수(보통주)	92,465,564	92,465,564	92,465,564		92,465,564	92,465,564	92,465,564	
