	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	101	218	302		101	42	114	
영업이익	5	23	42		19	3	17	
영업이익(발표기준)	5	23	42		19	3	17	
세전계속사업이익	5	22	-37		20	-79	19	
당기순이익	4	21	-40		18	-78	17	
당기순이익(지배)	4	21	-40		18	-78	17	
당기순이익(비지배)								
자산총계	41	99	219		128	208	219	
부채총계	20	29	53		37	63	53	
자본총계	21	70	165		91	144	165	
자본총계(지배)	21	70	165		91	144	165	
자본총계(비지배)								
자본금	5	14	17		14	16	17	
영업활동현금흐름	-11	-27	-11			-10	6	
투자활동현금흐름	-1	-1	5			56	-51	
재무활동현금흐름	10	32	18			14	-5	
CAPEX	2	1	1			1	0	
FCF	-12	-28	-13		0	-11	6	
이자발생부채	8	15	34		24	49	34	
영업이익률	5.39	10.37	13.77		18.55	7.76	15.37	
순이익률	4.17	9.84	-13.32		18.06	-186.25	14.84	
ROE(%)	24.05	47.28	-34.19		28.42			
ROA(%)	11.19	30.65	-25.29		18.66			
부채비율	95.09	42.06	32.27		40.64	43.92	32.27	
자본유보율	321.60	413.29	853.43		567.40	786.11	853.43	
EPS(원)	37	154	-246		112	-480	102	
PER(배)			N/A		6.01			
BPS(원)	176	430	953		559	886	953	
PBR(배)			2.52				2.52	
현금DPS(원)	0	0			0	0		
현금배당수익률		0.00						
현금배당성향(%)		0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	11,829,900	16,289,414	17,329,414		16,289,414	16,289,414	17,329,414	
