	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	2,281	2,440	2,529		643	626	614	
영업이익	28	46	29		11	-5	4	
영업이익(발표기준)	28	46	29		11	-5	4	
세전계속사업이익	44	19	6		15	-31	-2	
당기순이익	50	15	3		12	-26	2	
당기순이익(지배)	50	15	3		12	-26	2	
당기순이익(비지배)								
자산총계	1,571	1,649	1,809		1,759	1,756	1,809	
부채총계	980	1,053	1,206		1,132	1,152	1,206	
자본총계	592	596	603		628	604	603	
자본총계(지배)	592	596	603		628	604	603	
자본총계(비지배)								
자본금	123	123	123		123	123	123	
영업활동현금흐름	94	82	90		62	-141	74	
투자활동현금흐름	-94	-145	-364		-70	-87	-170	
재무활동현금흐름	26	110	194		60	165	48	
CAPEX	96	139	173		58	42	54	
FCF	-3	-56	-83		4	-182	20	
이자발생부채	407	530	728		516	682	728	
영업이익률	1.21	1.88	1.14		1.71	-0.82	0.62	
순이익률	2.18	0.60	0.11		1.94	-4.17	0.30	
ROE(%)	8.78	2.47	0.47		4.35	0.14	0.47	
ROA(%)	3.22	0.91	0.16		1.60	0.05	0.16	
부채비율	165.48	176.78	199.90		180.36	190.88	199.90	
자본유보율	423.05	428.36	432.16		450.30	429.17	432.16	
EPS(원)	210	59	11		51	-106	7	
PER(배)	11.60	62.50	269.67		38.94	974.88	269.67	
BPS(원)	2,399	2,414	2,445		2,544	2,447	2,445	
PBR(배)	1.01	1.54	1.26		1.65	1.39	1.26	
현금DPS(원)	30							
현금배당수익률	1.23							
현금배당성향(%)	14.90	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	24,694,303	24,694,303	24,694,303		24,694,303	24,694,303	24,694,303	
