	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	1,839	2,274	2,362		575	602	678	
영업이익	291	454	382		103	66	114	
영업이익(발표기준)	291	454	382		103	66	114	
세전계속사업이익	255	394	287		75	44	96	
당기순이익	191	323	220		50	48	55	
당기순이익(지배)	91	139	80		20	19	22	
당기순이익(비지배)	99							
자산총계	2,021	3,321	4,050		3,766	4,050	4,299	
부채총계	852	1,837	2,362		2,106	2,362	2,554	
자본총계	1,168	1,484	1,688		1,660	1,688	1,745	
자본총계(지배)	637	852	925		913	925	947	
자본총계(비지배)	531							
자본금	157	157	157		157	157	157	
영업활동현금흐름	360	346	448		153	106	146	
투자활동현금흐름	-381	-906	-913		-181	-242	29	
재무활동현금흐름	255	1,024	323		70	176	24	
CAPEX	316	711	647		184	108	67	
FCF	44	-365	-199		-32	-2	79	
이자발생부채	457	1,244	1,704		1,604	1,704	1,786	
영업이익률	15.83	19.95	16.19		17.87	10.99	16.78	
순이익률	10.37	14.21	9.30		8.76	7.89	8.08	
ROE(%)	14.74	18.67	8.96		11.09	8.96	9.14	
ROA(%)	10.33	12.10	5.96		7.29	5.73	5.35	
부채비율	72.94	123.78	139.93		126.84	139.93	146.37	
자본유보율	461.24	605.31	646.71		633.33	646.71	652.81	
EPS(원)	297	444	254		65	62	70	
PER(배)	13.48	10.54	22.70		19.73	22.70	42.59	
BPS(원)	2,070	2,766	3,005		2,964	3,005	3,078	
PBR(배)	1.94	1.69	1.92		1.92	1.92	3.66	
현금DPS(원)	0	40	40		0	40		
현금배당수익률	0.00	0.85	0.69			0.69		
현금배당성향(%)	0.00	8.86	15.47		0.00	63.38		
발행주식수(보통주)	31,316,603	31,316,603	31,316,603		31,316,603	31,316,603	31,316,603	
