	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	329	277	292		71	81	70	
영업이익	14	7	5		3	11	-15	
영업이익(발표기준)	14	7	5		3	11	-15	
세전계속사업이익	-27	9	6		4	11	-16	
당기순이익	-27	11	6		3	11	-14	
당기순이익(지배)	-27	11	6		3	11	-14	
당기순이익(비지배)								
자산총계	283	310	295		322	331	295	
부채총계	47	51	34		56	54	34	
자본총계	237	259	261		266	277	261	
자본총계(지배)	237	259	261		266	277	261	
자본총계(비지배)								
자본금	19	21	21		21	21	21	
영업활동현금흐름	9	-28	25		-2	17	7	
투자활동현금흐름	117	-12	-1		-1	-2	0	
재무활동현금흐름	-94	12	-17		-2	0	-15	
CAPEX	2	8	1		0	1	0	
FCF	7	-37	24		-2	16	6	
이자발생부채	15	15	0		16	16	0	
영업이익률	4.36	2.46	1.75		4.14	13.62	-22.10	
순이익률	-8.21	3.99	2.04		4.07	13.20	-20.65	
ROE(%)	-14.27	4.46	2.29		4.03	7.49	2.29	
ROA(%)	-9.99	3.73	1.97		3.28	6.41	1.97	
부채비율	19.74	19.73	13.17		21.10	19.58	13.17	
자본유보율	1,224.59	1,222.53	1,231.94		1,258.98	1,310.33	1,231.94	
EPS(원)	-142	54	29		14	51	-69	
PER(배)	N/A	49.21	101.74		60.58	30.13	101.74	
BPS(원)	1,284	1,285	1,295		1,323	1,376	1,295	
PBR(배)	1.81	2.08	2.26		2.34	2.13	2.26	
현금DPS(원)	12	10	10		0	0	10	
현금배당수익률	0.52	0.37	0.34					
현금배당성향(%)	-8.18	18.21	33.80		0.00	0.00	-14.01	
발행주식수(보통주)	19,043,195	20,743,195	20,743,195		20,743,195	20,743,195		
