	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,483	934	616		192	187	115	
영업이익	156	27	-92		14	-41	-51	
영업이익(발표기준)	156	27	-92		14	-41	-51	
세전계속사업이익	145	1	-102		12	-19	-83	
당기순이익	136	2	-78		16	-20	-62	
당기순이익(지배)	136	2	-78		16	-20	-62	
당기순이익(비지배)	0							
자산총계	1,368	1,065	907		1,073	1,051	907	
부채총계	1,080	623	538		624	616	538	
자본총계	288	442	369		449	435	369	
자본총계(지배)	287	441	369		448	434	369	
자본총계(비지배)	1							
자본금	43	59	59		59	59	59	
영업활동현금흐름	80	-3	-30		-47	74	-17	
투자활동현금흐름	-316	-25	-26		-7	4	-13	
재무활동현금흐름	244	40	10		10	-37	5	
CAPEX	207	59	22		12	3	-1	
FCF	-127	-62	-51		-59	71	-16	
이자발생부채	490	386	418		438	420	418	
영업이익률	10.49	2.93	-14.86		7.12	-21.89	-44.51	
순이익률	9.20	0.25	-12.73		8.11	-10.54	-54.05	
ROE(%)	59.74	0.64	-19.27		-3.98	-7.61	-19.65	
ROA(%)	12.14	0.19	-7.95		-1.44	-2.87	-8.10	
부채비율	375.58	141.08	145.88		138.93	141.56	145.88	
자본유보율	640.73	692.03	563.69		701.20	666.17	563.69	
EPS(원)	1,601	24	-666		133	-169	-529	
PER(배)	3.50	136.69	N/A		N/A	N/A	N/A	
BPS(원)	3,364	3,762	3,147		3,823	3,702	3,147	
PBR(배)	1.66	0.88	0.75		0.83	0.68	0.75	
현금DPS(원)	0							
현금배당수익률	0.00							
현금배당성향(%)	0.00	0.00			0.00	0.00		
발행주식수(보통주)	8,522,980	9,363,022	9,363,022		9,363,022	9,363,022	9,363,022	
