	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	346	360	674		165	129	233	
영업이익	-56	-60	-80		-20	-30	-13	
영업이익(발표기준)	-56	-60	-80		-20	-30	-13	
세전계속사업이익	-180	47	-171		-103	35	-84	
당기순이익	-57	15	-194		-106	36	-85	
당기순이익(지배)	-59	15	-194		-106	36	-85	
당기순이익(비지배)	2							
자산총계	640	725	508		582	666	508	
부채총계	403	482	439		483	521	439	
자본총계	237	243	69		99	144	69	
자본총계(지배)	236	242	69		98	144	69	
자본총계(비지배)	1							
자본금	419	419	429		419	419	429	
영업활동현금흐름	-54	-37	-78		33	-76	60	
투자활동현금흐름	40	163	185		-25	-1	79	
재무활동현금흐름	13	-137	-91		-8	49	-123	
CAPEX	4	4	5		4	1	-1	
FCF	-58	-41	-83		30	-77	61	
이자발생부채	279	294	223		290	328	223	
영업이익률	-16.24	-16.76	-11.80		-11.87	-23.19	-5.76	
순이익률	-16.57	4.09	-28.73		-64.35	27.60	-36.37	
ROE(%)	-22.04	6.16	-124.59		-74.06	-45.58	-124.59	
ROA(%)	-8.01	2.16	-31.42		-17.64	-12.22	-31.42	
부채비율	170.02	197.98	631.75		488.85	360.81	631.75	
자본유보율	-26.17	-25.27	-69.83		-59.75	-51.23	-69.83	
EPS(원)	-7,036	1,758	-22,988		-12,677	4,258	-9,911	
PER(배)	N/A	1.58	N/A		N/A	N/A	N/A	
BPS(원)	30,117	30,939	8,210		12,503	17,585	8,210	
PBR(배)	0.10	0.09	0.32		0.31	0.17	0.32	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	837,635	837,635	857,635		837,635	837,635	857,635	
