	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	19,648	19,840	20,223	19,064	5,406	5,351	4,572	4,690
영업이익	1,854	1,824	2,074	1,283	629	558	402	310
영업이익(발표기준)	1,854	1,824	2,074		629	558	402	
세전계속사업이익	1,667	1,486	1,843	1,040	570	425	387	264
당기순이익	1,254	1,035	1,185	718	393	262	269	
당기순이익(지배)	1,250	1,036	1,182	749	392	261	268	191
당기순이익(비지배)	4	0						
자산총계	27,940	32,423	34,361	34,678	35,292	34,355	34,361	
부채총계	14,551	18,141	18,781	18,452	20,309	19,109	18,781	
자본총계	13,389	14,282	15,579	16,226	14,983	15,246	15,579	
자본총계(지배)	13,355	14,248	15,543	16,181	14,948	15,210	15,543	
자본총계(비지배)	34	34						
자본금	541	541	541	540	541	541	541	
영업활동현금흐름	2,551	1,570	2,915	2,800	1,346	830	1,320	
투자활동현금흐름	-2,897	-4,516	-2,512	-2,274	-1,486	91	-727	
재무활동현금흐름	260	3,148	-284	-180	459	-1,292	-62	
CAPEX	2,839	4,844	2,221	2,081	771	614	448	
FCF	-288	-3,274	693	417	576	216	872	
이자발생부채	8,631	11,950	12,227		13,575	12,289	12,227	
영업이익률	9.44	9.20	10.25	6.73	11.63	10.43	8.80	6.61
순이익률	6.38	5.22	5.86	3.76	7.27	4.90	5.88	
ROE(%)	9.88	7.50	7.94	4.72	8.53	8.23	7.94	
ROA(%)	4.63	3.43	3.55	2.08	3.76	3.65	3.55	
부채비율	108.67	127.02	120.56	113.72	135.55	125.34	120.56	
자본유보율	2,349.70	2,512.29	2,732.18		2,613.15	2,662.23	2,732.18	
EPS(원)	1,208	994	1,135	719	377	251	258	183
PER(배)	9.77	9.22	8.04	8.12	8.27	7.83	8.04	
BPS(원)	13,009	13,878	15,139	15,761	14,560	14,815	15,139	
PBR(배)	0.91	0.66	0.60	0.37	0.67	0.61	0.60	
현금DPS(원)	100	100	105	98	0	0	105	
현금배당수익률	0.85	1.09	1.15	1.67				
현금배당성향(%)	8.24	9.94	9.14	12.74	0.00	0.00	40.28	
발행주식수(보통주)	97,667,877	97,667,877	97,667,877		97,667,877	97,667,877	97,667,877	
