	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	3,481	3,880	4,387		1,096	1,234	919	
영업이익	10	68	82		31	43	-1	
영업이익(발표기준)	10	68	82		31	43	-1	
세전계속사업이익	42	35	72		40	14	-2	
당기순이익	23	40	57		33	10	-4	
당기순이익(지배)	20	40	57		31	6	-1	
당기순이익(비지배)	3							
자산총계	3,271	3,341	3,329		3,257	3,329	3,308	
부채총계	2,046	2,130	2,071		1,990	2,071	2,053	
자본총계	1,225	1,211	1,258		1,267	1,258	1,255	
자본총계(지배)	1,162	1,149	1,195		1,206	1,195	1,192	
자본총계(비지배)	63							
자본금	28	28	28		28	28	28	
영업활동현금흐름	265	219	266		-2	155	14	
투자활동현금흐름	-342	-168	-156		-55	16	-94	
재무활동현금흐름	90	-79	-63		27	-114	53	
CAPEX	491	382	250		1	58	40	
FCF	-226	-163	16		-2	97	-26	
이자발생부채	1,001	944	1,005		1,020	1,005	1,060	
영업이익률	0.29	1.74	1.87		2.86	3.45	-0.07	
순이익률	0.66	1.03	1.30		3.04	0.80	-0.39	
ROE(%)	1.71	3.47	4.89		8.46	4.89	7.00	
ROA(%)	0.73	1.21	1.70		2.96	1.70	2.56	
부채비율	167.09	175.88	164.60		157.14	164.60	163.50	
자본유보율	4,413.85	4,408.45	4,525.35		4,531.54	4,525.35	4,460.42	
EPS(원)	72	144	206		113	23	-5	
PER(배)	50.15	19.33	14.29		8.64	14.29	6.52	
BPS(원)	4,172	4,127	4,293		4,333	4,293	4,282	
PBR(배)	0.87	0.67	0.68		0.71	0.68	0.44	
현금DPS(원)	60	60	60		0	60		
현금배당수익률	1.65	2.16	2.04					
현금배당성향(%)	82.89	41.72	29.16		0.00	264.39		
발행주식수(보통주)	27,841,064	27,841,064	27,841,064		27,841,064	27,841,064	27,841,064	
