	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	2,122	2,126	1,864		486	453	455	
영업이익	74	88	39		8	17	4	
영업이익(발표기준)	74	88	39		8	17	4	
세전계속사업이익	83	89	135		8	30	68	
당기순이익	67	56	98		5	24	49	
당기순이익(지배)	57	39	41		4	16	12	
당기순이익(비지배)	10							
자산총계	2,635	2,938	3,014		3,018	2,949	3,014	
부채총계	926	1,009	985		1,049	963	985	
자본총계	1,710	1,929	2,028		1,969	1,985	2,028	
자본총계(지배)	1,148	1,306	1,337		1,316	1,329	1,337	
자본총계(비지배)	562							
자본금	138	138	138		138	138	138	
영업활동현금흐름	273	49	478		182	46	266	
투자활동현금흐름	-75	-80	-371		-39	-27	-314	
재무활동현금흐름	-248	-20	-11		-64	-20	39	
CAPEX	76	60	90		36	20	18	
FCF	197	-12	388		146	25	249	
이자발생부채	428	448	438		467	451	438	
영업이익률	3.46	4.14	2.08		1.70	3.69	0.92	
순이익률	3.14	2.62	5.26		0.93	5.28	10.69	
ROE(%)	5.02	3.20	3.08		2.03	2.52	3.08	
ROA(%)	2.46	2.00	3.30		1.46	1.82	3.30	
부채비율	54.15	52.30	48.58		53.30	48.52	48.58	
자본유보율	670.72	692.12	708.64		691.14	703.16	708.64	
EPS(원)	206	142	148		15	60	42	
PER(배)	13.44	18.28	29.43		38.31	44.46	29.43	
BPS(원)	4,162	4,734	4,846		4,771	4,819	4,846	
PBR(배)	0.67	0.55	0.90		0.78	1.11	0.90	
현금DPS(원)	100	100	100		0	0	100	
현금배당수익률	3.61	3.85	2.30					
현금배당성향(%)	48.52	70.32	67.73		0.00	0.00	238.25	
발행주식수(보통주)	27,583,100	27,583,100	27,583,100		27,583,100	27,583,100	27,583,100	
