	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,944	2,860	2,682	2,928	809	662	490	
영업이익	136	212	-56	181	25	-5	-71	
영업이익(발표기준)	136	212	-56		25	-5	-71	
세전계속사업이익	53	235	-33	200	36	26	-111	
당기순이익	59	237	-4	190	23	24	-85	
당기순이익(지배)	53	237	4	170	24	26	-80	
당기순이익(비지배)	7							
자산총계	2,026	2,886	2,393	2,600	2,584	2,499	2,393	
부채총계	554	970	570	610	668	600	570	
자본총계	1,472	1,916	1,823	1,990	1,916	1,899	1,823	
자본총계(지배)	1,438	1,882	1,796	1,960	1,883	1,868	1,796	
자본총계(비지배)	34							
자본금	73	76	80	80	80	80	80	
영업활동현금흐름	124	229	208	300	102	133	68	
투자활동현금흐름	-353	-472	-105	-160	141	-29	-12	
재무활동현금흐름	74	107	-50	-100	-227	-25	65	
CAPEX	208	281	164		40	37	15	
FCF	-84	-51	45	160	62	96	53	
이자발생부채	278	407	349		283	290	349	
영업이익률	7.01	7.40	-2.09	6.18	3.06	-0.69	-14.49	
순이익률	3.05	8.28	-0.16	6.49	2.78	3.67	-17.34	
ROE(%)	3.98	14.27	0.21	9.05	10.10	8.30	0.21	
ROA(%)	3.00	9.64	-0.17	7.61	6.80	5.69	-0.17	
부채비율	37.60	50.64	31.26	30.65	34.88	31.57	31.26	
자본유보율	1,753.71	2,143.09	2,150.76		2,219.45	2,251.20	2,150.76	
EPS(원)	372	1,564	24	1,058	150	159	-501	
PER(배)	47.36	10.93	348.25	8.17	10.45	9.71	348.25	
BPS(원)	9,871	12,383	11,461	13,178	11,874	11,917	11,461	
PBR(배)	1.78	1.38	0.74	0.66	1.09	0.81	0.74	
현금DPS(원)	100	150		0				
현금배당수익률	0.57	0.88		0.00				
현금배당성향(%)	27.60	9.62	0.00		0.00	0.00	0.00	
발행주식수(보통주)	14,567,225	15,198,814	16,060,936		16,060,936	16,060,936	16,060,936	
