	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	9,121	9,403	9,167		2,338	2,366	2,328	
영업이익	244	178	100		33	56	8	
영업이익(발표기준)	244	178	100		33	56	8	
세전계속사업이익	223	142	45		16	40	-3	
당기순이익	175	108	26		12	30	-11	
당기순이익(지배)	180	113	27		12	30	-12	
당기순이익(비지배)	-5							
자산총계	4,274	4,542	5,034		5,031	5,101	5,034	
부채총계	2,134	2,355	2,823		2,868	2,839	2,823	
자본총계	2,141	2,187	2,211		2,164	2,262	2,211	
자본총계(지배)	2,139	2,191	2,175		2,169	2,220	2,175	
자본총계(비지배)	1							
자본금	300	300	300		300	300	300	
영업활동현금흐름	270	143	-115		-49	58	-3	
투자활동현금흐름	-284	-386	-103		-24	-36	-30	
재무활동현금흐름	2	149	249		146	-15	-52	
CAPEX	264	388	65		23	15	13	
FCF	6	-245	-180		-72	42	-16	
이자발생부채	904	1,104	1,429		1,487	1,482	1,429	
영업이익률	2.67	1.89	1.09		1.42	2.38	0.33	
순이익률	1.92	1.15	0.28		0.53	1.26	-0.49	
ROE(%)	8.60	5.24	1.23		3.83	2.93	1.23	
ROA(%)	4.21	2.45	0.54		1.56	1.21	0.54	
부채비율	99.68	107.69	127.71		132.54	125.55	127.71	
자본유보율	612.23	629.38	629.73		622.35	639.40	629.73	
EPS(원)	2,999	1,891	446		207	496	-198	
PER(배)	9.50	10.94	38.30		13.75	16.53	38.30	
BPS(원)	35,655	36,515	36,256		36,156	37,000	36,256	
PBR(배)	0.80	0.57	0.47		0.52	0.48	0.47	
현금DPS(원)	750	500	400		0	0	400	
현금배당수익률	2.63	2.42	2.34					
현금배당성향(%)	25.01	26.44	89.59		0.00	0.00	-201.62	
발행주식수(보통주)	6,000,000	6,000,000	6,000,000		6,000,000	6,000,000	6,000,000	
