	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	244	326	434		122	113	115	
영업이익	12	21	45		16	1	16	
영업이익(발표기준)	12	21	45		16	1	16	
세전계속사업이익	8	10	36		12	0	16	
당기순이익	9	15	32		12	-4	13	
당기순이익(지배)	9	15	32		12	-4	13	
당기순이익(비지배)								
자산총계	484	481	670		520	670	683	
부채총계	307	292	314		288	314	311	
자본총계	176	189	356		231	356	372	
자본총계(지배)	176	189	356		231	356	372	
자본총계(비지배)								
자본금	57	57	66		58	66	66	
영업활동현금흐름	19	24	43		-18	20	39	
투자활동현금흐름	-1	-12	-17		-1	-13	-60	
재무활동현금흐름	-19	-8	151		13	155	-16	
CAPEX	5	9	11		0	7	60	
FCF	14	15	32		-18	13	-21	
이자발생부채	283	272	269		264	269	266	
영업이익률	4.90	6.52	10.35		12.98	1.08	14.09	
순이익률	3.79	4.60	7.31		9.88	-3.85	11.29	
ROE(%)	5.33	8.20	11.64		20.11	11.64	13.50	
ROA(%)	1.89	3.11	5.51		8.34	5.51	6.55	
부채비율	174.10	154.46	88.26		124.56	88.26	83.56	
자본유보율	213.71	235.18	440.35		302.39	440.35	459.90	
EPS(원)	81	131	273		104	-36	98	
PER(배)	50.81	23.60	28.06		17.25	28.06	15.40	
BPS(원)	1,550	1,650	2,683		2,000	2,683	2,802	
PBR(배)	2.66	1.88	2.86		3.15	2.86	1.75	
현금DPS(원)	0	0	0		0	0		
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	11,382,966	11,461,279	11,571,530		11,571,530	11,571,530	11,571,530	
