	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	3,591	4,536	3,235		979	775	710	
영업이익	330	401	182		63	24	42	
영업이익(발표기준)	330	401	182		63	24	42	
세전계속사업이익	254	421	194		73	41	17	
당기순이익	189	310	142		59	37	5	
당기순이익(지배)	188	307	139		58	37	4	
당기순이익(비지배)	1							
자산총계	3,379	4,024	3,814		4,061	4,065	3,814	
부채총계	1,542	1,878	1,525		1,810	1,757	1,525	
자본총계	1,837	2,146	2,288		2,250	2,307	2,288	
자본총계(지배)	1,812	2,100	2,239		2,202	2,258	2,239	
자본총계(비지배)	25							
자본금	52	52	52		52	52	52	
영업활동현금흐름	3	-85	66		-101	271	-215	
투자활동현금흐름	-245	-34	86		103	-25	31	
재무활동현금흐름	90	195	-42		-14	-117	-87	
CAPEX	178	121	128		20	42	50	
FCF	-175	-206	-62		-120	230	-265	
이자발생부채	607	819	847		1,052	955	847	
영업이익률	9.20	8.84	5.62		6.47	3.13	5.92	
순이익률	5.25	6.84	4.38		6.06	4.81	0.66	
ROE(%)	10.71	15.70	6.43		11.96	9.04	6.43	
ROA(%)	6.00	8.39	3.62		6.10	4.87	3.62	
부채비율	83.93	87.49	66.66		80.46	76.16	66.66	
자본유보율	3,525.42	4,036.05	4,245.36		4,167.73	4,238.41	4,245.36	
EPS(원)	1,806	2,957	1,343		557	353	35	
PER(배)	9.33	3.86	10.13		5.42	6.27	10.13	
BPS(원)	17,593	20,464	21,815		21,457	22,000	21,815	
PBR(배)	0.96	0.56	0.62		0.61	0.53	0.62	
현금DPS(원)	200	300	200		0	0	200	
현금배당수익률	1.19	2.63	1.47					
현금배당성향(%)	10.99	10.03	14.72		0.00	0.00	569.21	
발행주식수(보통주)	10,384,000	10,384,000	10,384,000		10,384,000	10,384,000	10,384,000	
