	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	320	526	434		141	108	95	
영업이익	-88	-116	-90		-2	-19	-58	
영업이익(발표기준)	-88	-116	-90		-2	-19	-58	
세전계속사업이익	-183	-276	-58		6	-26	-26	
당기순이익	-186	-288	-58		6	-26	-26	
당기순이익(지배)	-186	-239	-27		7	-1	-3	
당기순이익(비지배)								
자산총계	825	559	420		490	508	420	
부채총계	657	453	198		386	401	198	
자본총계	168	105	221		104	107	221	
자본총계(지배)	141	148	221		151	157	221	
자본총계(비지배)								
자본금	55	87	123		87	99	123	
영업활동현금흐름	25	-15	-118		-6	-6	-107	
투자활동현금흐름	-144	-52	78		6	-48	70	
재무활동현금흐름	112	66	44		13	50	45	
CAPEX	17	11	16		6	0	9	
FCF	8	-26	-134		-12	-6	-116	
이자발생부채	497	315	132		249	269	132	
영업이익률	-27.52	-22.10	-20.76		-1.28	-17.97	-60.87	
순이익률	-58.00	-54.69	-13.26		4.29	-24.05	-27.27	
ROE(%)	-92.53	-165.28	-14.84		-60.53	-50.19	-3.07	
ROA(%)	-25.28	-41.56	-11.76		-22.11	-22.28	-11.76	
부채비율	390.96	429.55	89.63		372.11	373.55	89.63	
자본유보율	156.94	71.53	80.36		75.20	60.88	80.36	
EPS(원)	-1,710	-1,640	-144		42	-7	-12	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	1,273	854	899		867	793	899	
PBR(배)	3.14	3.55	2.75		1.87	3.27	2.75	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00			0.00	0.00		
발행주식수(보통주)	11,054,469	17,384,483	24,568,771		17,384,483	19,820,340	24,568,771	
