	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	3,115	5,492	15,424		4,331	4,054	4,302	
영업이익	35	83	241		149	55	17	
영업이익(발표기준)	35	83	241		149	55	17	
세전계속사업이익	2	78	116		78	69	-3	
당기순이익	-1	51	56		80	9	-18	
당기순이익(지배)	10	-3	3		12	23	-25	
당기순이익(비지배)	-11							
자산총계	1,721	4,034	3,929		4,123	3,929	3,781	
부채총계	975	2,279	2,282		2,355	2,282	1,935	
자본총계	746	1,755	1,647		1,769	1,647	1,846	
자본총계(지배)	354	325	305		290	305	500	
자본총계(비지배)	392							
자본금	76	78	81		81	81	100	
영업활동현금흐름	132	78	72		-128	517	38	
투자활동현금흐름	-80	-1,021	-42		45	-100	-3	
재무활동현금흐름	180	1,039	-189		52	-178	164	
CAPEX	10	11	56		7	22	11	
FCF	123	67	17		-135	495	27	
이자발생부채	498	1,310	1,058		1,324	1,058	1,174	
영업이익률	1.13	1.52	1.56		3.44	1.35	0.39	
순이익률	-0.04	0.93	0.36		1.85	0.21	-0.42	
ROE(%)	3.65	-0.87	1.06		17.01	1.06	3.47	
ROA(%)	-0.08	1.78	1.40		5.64	1.40	2.47	
부채비율	130.59	129.89	138.59		133.14	138.59	104.84	
자본유보율	359.30	308.15	269.46		252.67	269.46	397.96	
EPS(원)	73	-19	21		74	141	-133	
PER(배)	40.25	N/A	331.34		15.32	331.34	54.85	
BPS(원)	2,317	2,070	1,882		1,789	1,882	2,510	
PBR(배)	1.27	1.65	3.64		2.59	3.64	1.78	
현금DPS(원)	0	0			0			
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	15,278,232	15,700,682	16,190,925		16,190,925	16,190,925	19,907,333	
