	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	4,831	5,297	5,391		1,435	1,233	1,621	
영업이익	68	7	-201		-7	-90	-48	
영업이익(발표기준)	68	7	-201		-7	-90	-48	
세전계속사업이익	211	160	98		47	-54	96	
당기순이익	158	31	-23		25	-62	23	
당기순이익(지배)	163	33	-4		26	-48	25	
당기순이익(비지배)	-5							
자산총계	9,804	9,776	10,174		10,081	9,969	10,174	
부채총계	1,287	1,434	1,983		1,822	1,766	1,983	
자본총계	8,516	8,341	8,191		8,259	8,203	8,191	
자본총계(지배)	8,523	8,349	8,218		8,270	8,228	8,218	
자본총계(비지배)	-6							
자본금	1,199	1,199	1,199		1,199	1,199	1,199	
영업활동현금흐름	-78	238	297		117	21	83	
투자활동현금흐름	171	5	-438		123	-168	-164	
재무활동현금흐름	-221	-139	-23		-117	-4	57	
CAPEX	347	200	121		19	22	45	
FCF	-425	38	176		98	-1	37	
이자발생부채	19	24	356		253	256	356	
영업이익률	1.41	0.14	-3.73		-0.46	-7.32	-2.96	
순이익률	3.27	0.59	-0.42		1.74	-5.04	1.42	
ROE(%)	1.90	0.39	-0.05		-0.50	-1.12	-0.05	
ROA(%)	1.59	0.32	-0.23		-0.46	-1.12	-0.23	
부채비율	15.12	17.20	24.20		22.06	21.52	24.20	
자본유보율	753.10	742.72	732.50		735.76	731.69	732.50	
EPS(원)	68	14	-2		11	-20	10	
PER(배)	29.21	149.52	N/A		N/A	N/A	N/A	
BPS(원)	4,132	4,095	4,063		4,062	4,041	4,063	
PBR(배)	0.48	0.51	0.35		0.44	0.38	0.35	
현금DPS(원)	50	50	40		0	0	40	
현금배당수익률	2.52	2.42	2.79					
현금배당성향(%)	63.68	309.14	-2,094.47		0.00	0.00	329.98	
발행주식수(보통주)	238,684,063	238,684,063	238,684,063		238,684,063	238,684,063	238,684,063	
