	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,444	1,587	1,688	1,772	424	434	439	413
영업이익	323	362	336	351	83	92	77	89
영업이익(발표기준)	323	362	336		83	92	77	
세전계속사업이익	321	372	371	366	95	95	98	
당기순이익	248	285	282	278	73	67	78	
당기순이익(지배)	248	285	282	278	73	67	78	
당기순이익(비지배)								
자산총계	1,844	2,348	2,469		2,339	2,395	2,469	
부채총계	685	944	801		815	804	801	
자본총계	1,159	1,404	1,668		1,524	1,591	1,668	
자본총계(지배)	1,159	1,404	1,668		1,524	1,591	1,668	
자본총계(비지배)								
자본금	30	30	30		30	30	30	
영업활동현금흐름	205	449	353		73	113	67	
투자활동현금흐름	-208	-356	-208		-50	-33	-84	
재무활동현금흐름	47	180	-103		-27	-7	20	
CAPEX	210	467	173		52	21	74	
FCF	-6	-17	180		21	93	-7	
이자발생부채	206	384	318		303	297	318	
영업이익률	22.33	22.82	19.93	19.81	19.58	21.09	17.65	21.55
순이익률	17.19	17.97	16.69	15.69	17.12	15.37	17.75	
ROE(%)	23.78	22.26	18.34		19.71	18.66	18.34	
ROA(%)	14.41	13.61	11.70		11.82	11.70	11.70	
부채비율	59.13	67.25	48.02		53.48	50.55	48.02	
자본유보율	3,762.69	4,578.72	5,459.18		4,979.53	5,202.11	5,459.18	
EPS(원)	4,139	4,753	4,694	4,633	1,210	1,113	1,298	
PER(배)	9.89	8.07	6.74	6.56	7.61	6.87	6.74	
BPS(원)	19,313	23,394	27,796		25,398	26,511	27,796	
PBR(배)	2.12	1.64	1.14		1.38	1.18	1.14	
현금DPS(원)	300	300	400		0	0	400	
현금배당수익률	0.73	0.78	1.26					
현금배당성향(%)	7.25	5.88	7.64		0.00	0.00	27.62	
발행주식수(보통주)	6,000,000	6,000,000	6,000,000		6,000,000	6,000,000	6,000,000	
