	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	319	332	329		78	77	93	
영업이익	55	35	27		9	5	16	
영업이익(발표기준)	55	35	27		9	5	16	
세전계속사업이익	54	36	21		14	2	19	
당기순이익	46	35	19		12	3	17	
당기순이익(지배)	46	35	19		12	3	17	
당기순이익(비지배)								
자산총계	816	967	966		971	966	1,043	
부채총계	169	117	102		110	102	181	
자본총계	647	850	864		861	864	862	
자본총계(지배)	647	850	864		861	864	862	
자본총계(비지배)								
자본금	37	50	50		50	50	50	
영업활동현금흐름	76	57	83		11	14	30	
투자활동현금흐름	-135	-185	-40		35	-23	-62	
재무활동현금흐름	15	139	-20		-15	0	46	
CAPEX	132	59	67		2	46	41	
FCF	-56	-2	16		9	-32	-12	
이자발생부채	85	54	43		43	43	103	
영업이익률	17.41	10.57	8.24		10.97	6.28	17.11	
순이익률	14.37	10.42	5.63		15.50	3.58	18.11	
ROE(%)	7.32	4.61	2.16		2.36	2.16	2.98	
ROA(%)	5.90	3.87	1.92		2.08	1.92	2.53	
부채비율	26.20	13.81	11.81		12.74	11.81	21.03	
자본유보율	1,667.12	1,607.50	1,634.86		1,629.24	1,634.86	1,658.84	
EPS(원)	505	365	186		121	28	170	
PER(배)	27.53	45.50	96.69		92.09	96.69	56.09	
BPS(원)	7,126	8,536	8,673		8,644	8,673	8,741	
PBR(배)	1.95	1.94	2.08		2.16	2.08	1.65	
현금DPS(원)	40	50	50		0	50		
현금배당수익률	0.29	0.30	0.28					
현금배당성향(%)	7.99	14.42	26.85		0.00	181.80		
발행주식수(보통주)	9,075,661	9,960,000	9,960,000		9,960,000	9,960,000	9,960,000	
