	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	447	312	649		132	213	197	
영업이익	130	65	122		10	30	54	
영업이익(발표기준)	130	65	122		10	30	54	
세전계속사업이익	74	63	193		22	56	49	
당기순이익	62	54	153		17	47	34	
당기순이익(지배)	61	54	153		17	47	34	
당기순이익(비지배)	0							
자산총계	767	791	931		858	973	931	
부채총계	166	166	182		187	255	182	
자본총계	601	625	750		671	718	750	
자본총계(지배)	599	623	748		670	716	748	
자본총계(비지배)	2							
자본금	26	26	26		26	26	26	
영업활동현금흐름	12	130	6		58	7	-22	
투자활동현금흐름	81	-139	47		32	-77	71	
재무활동현금흐름	9	-76	-26		-26	0	0	
CAPEX	1	2	102		10	91	1	
FCF	10	128	-96		48	-85	-23	
이자발생부채	40	1	2		2	2	2	
영업이익률	29.07	20.97	18.87		7.78	14.22	27.33	
순이익률	13.85	17.37	23.60		12.80	21.96	17.29	
ROE(%)	10.47	8.88	22.33		16.44	18.52	22.33	
ROA(%)	7.97	6.96	17.79		12.65	13.86	17.79	
부채비율	27.70	26.55	24.22		27.88	35.46	24.22	
자본유보율	2,228.86	2,322.45	2,807.67		2,502.90	2,683.93	2,807.67	
EPS(원)	1,192	1,054	2,973		324	906	659	
PER(배)	11.95	11.15	7.87		12.79	9.71	7.87	
BPS(원)	11,656	12,123	14,555		13,030	13,936	14,555	
PBR(배)	1.22	0.97	1.61		1.97	1.66	1.61	
현금DPS(원)	900	500	1,200		0	0	1,200	
현금배당수익률	6.32	4.26	5.13					
현금배당성향(%)	75.35	47.37	40.29		0.00	0.00	181.66	
발행주식수(보통주)	5,150,000	5,150,000	5,150,000		5,150,000	5,150,000	5,150,000	
