	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	973	1,339	1,402		364	347	359	
영업이익	80	73	100		35	23	30	
영업이익(발표기준)	80	73	100		35	23	30	
세전계속사업이익	85	85	113		32	36	31	
당기순이익	69	68	95		27	30	27	
당기순이익(지배)	67	63	93		26	30	27	
당기순이익(비지배)	2							
자산총계	1,239	1,231	1,353		1,331	1,357	1,353	
부채총계	488	416	464		496	490	464	
자본총계	751	815	888		834	868	888	
자본총계(지배)	704	768	844		790	823	844	
자본총계(비지배)	47							
자본금	125	131	131		131	131	131	
영업활동현금흐름	76	102	144		27	60	76	
투자활동현금흐름	-23	-126	-98		-53	10	16	
재무활동현금흐름	-40	-46	16		-25	-23	-14	
CAPEX	26	92	53		14	11	20	
FCF	50	9	91		13	48	55	
이자발생부채	262	209	248		291	272	248	
영업이익률	8.27	5.48	7.13		9.50	6.67	8.38	
순이익률	7.09	5.08	6.80		7.42	8.79	7.59	
ROE(%)	9.89	8.53	11.50		9.73	13.60	11.50	
ROA(%)	6.35	5.50	7.38		6.05	8.75	7.38	
부채비율	65.05	51.11	52.28		59.50	56.42	52.28	
자본유보율	455.54	485.75	546.70		503.05	525.82	546.70	
EPS(원)	267	245	355		98	114	104	
PER(배)	7.16	7.17	6.27		8.29	4.88	6.27	
BPS(원)	2,818	2,937	3,231		3,024	3,149	3,231	
PBR(배)	0.68	0.60	0.69		0.78	0.63	0.69	
현금DPS(원)	50	50	50		0	0	50	
현금배당수익률	2.62	2.85	2.25				2.25	
현금배당성향(%)	18.75	20.82	14.09		0.00	0.00	47.90	
발행주식수(보통주)	24,998,547	26,133,306	26,133,306		26,133,306	26,133,306	26,133,306	
