	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	240	251	251		47	65	68	
영업이익	20	34	34		-1	9	11	
영업이익(발표기준)	20	34	34		-1	9	11	
세전계속사업이익	16	37	33		1	3	10	
당기순이익	16	32	28		1	5	8	
당기순이익(지배)	16	32	28		1	5	8	
당기순이익(비지배)								
자산총계	348	381	508		447	508	525	
부채총계	45	51	157		97	157	169	
자본총계	303	330	351		350	351	355	
자본총계(지배)	303	330	351		350	351	355	
자본총계(비지배)								
자본금	19	19	19		19	19	19	
영업활동현금흐름	17	31	23		5	-3	1	
투자활동현금흐름	1	-28	-98		-23	-31	-49	
재무활동현금흐름	-6	-7	107		0	60	17	
CAPEX	11	4	106		23	50	25	
FCF	6	27	-83		-18	-53	-24	
이자발생부채	12	8	118		59	118	135	
영업이익률	8.29	13.58	13.45		-2.08	14.08	16.61	
순이익률	6.48	12.63	11.34		1.88	8.26	11.47	
ROE(%)	5.25	10.02	8.37		10.67	8.38	8.38	
ROA(%)	4.43	8.70	6.41		8.89	6.42	6.34	
부채비율	14.81	15.42	44.67		27.62	44.67	47.59	
자본유보율	1,494.55	1,637.33	1,746.90		1,741.78	1,746.90	1,770.87	
EPS(원)	410	834	750		24	142	205	
PER(배)	25.89	21.10	21.20		18.85	21.18	14.27	
BPS(원)	7,973	8,687	9,235		9,209	9,235	9,354	
PBR(배)	1.33	2.03	1.72		1.92	1.72	1.16	
현금DPS(원)	85		85		0	85		
현금배당수익률	0.80		0.53					
현금배당성향(%)	20.74	10.19	11.33		0.00	59.79		
발행주식수(보통주)	3,800,000	3,800,000	3,800,000		3,800,000	3,800,000	3,800,000	
