	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	391,711	325,159	386,501		109,298	114,490	63,768	
영업이익	27,181	31,522	32,587	29,693	9,807	7,795	7,493	7,483
영업이익(발표기준)	27,181	31,522	32,587		9,807	7,795	7,493	
세전계속사업이익	27,987	31,497	34,081	30,001	9,171	11,716	5,573	7,572
당기순이익	21,166	22,752	24,256	21,594	6,659	8,473	3,586	5,372
당기순이익(지배)	20,368	22,333	23,916	20,563	6,584	8,367	3,505	5,335
당기순이익(비지배)	798							
자산총계	3,600,893	3,850,086	4,215,061	4,437,739	4,054,875	4,201,462	4,215,061	
부채총계	3,352,614	3,579,002	3,925,214	4,133,696	3,769,197	3,910,990	3,925,214	
자본총계	248,279	271,085	289,848	304,044	285,677	290,472	289,848	
자본총계(지배)	238,737	264,292	281,245	293,981	277,096	281,746	281,245	
자본총계(비지배)	9,543							
자본금	14,800	15,012	15,012	14,972	15,012	15,012	15,012	
영업활동현금흐름	60,119	-54,317	65,299		-31,253	-5,312	68,522	
투자활동현금흐름	-102,530	-16,107	-66,233		10,088	-16,094	-32,678	
재무활동현금흐름	40,918	38,672	13,556		12,121	31,177	-23,991	
CAPEX	7,403	4,971	5,706		1,544	1,891	1,109	
FCF								
이자발생부채	482,696	554,632	593,762		560,653	593,735	593,762	
영업이익률	6.94	9.69	8.43		8.97	6.81	11.75	
순이익률	5.40	7.00	6.28		6.09	7.40	5.62	
ROE(%)	8.79	8.88	8.77	7.15	8.05	8.83	8.77	
ROA(%)	0.60	0.61	0.60	0.50	0.56	0.60	0.60	
부채비율	1,350.34	1,320.25	1,354.23	1,359.57	1,319.39	1,346.43	1,354.23	
자본유보율	1,577.55	1,705.77	1,850.74		1,804.35	1,854.90	1,850.74	
EPS(원)	6,881	7,457	7,966	6,849	2,193	2,787	1,167	1,777
PER(배)	7.24	4.86	4.63	3.69	5.26	4.44	4.63	
BPS(원)	80,654	88,026	96,461	100,829	92,460	96,633	96,461	
PBR(배)	0.62	0.41	0.38	0.25	0.40	0.36	0.38	
현금DPS(원)	1,550	1,900	2,100	1,854	500	0	1,600	
현금배당수익률	3.11	5.24	5.69	7.34				
현금배당성향(%)	22.53	25.54	25.78	27.08	22.78	0.00	133.11	
발행주식수(보통주)	296,003,062	300,242,062	300,242,062		300,242,062	300,242,062	300,242,062	
