	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	2,899	5,892	6,161	8,193	1,360	1,521	1,473	1,627
영업이익	223	503	371	505	111	98	16	91
영업이익(발표기준)	223	503	371		111	98	16	
세전계속사업이익	152	429	283	440	98	81	-27	89
당기순이익	152	369	345	385	140	89	11	76
당기순이익(지배)	152	369	345	385	140	89	11	76
당기순이익(비지배)								
자산총계	2,963	4,645	6,504	8,578	5,865	6,042	6,504	
부채총계	1,811	3,039	2,802	4,518	2,293	2,380	2,802	
자본총계	1,152	1,605	3,702	4,060	3,573	3,662	3,702	
자본총계(지배)	1,152	1,605	3,702	4,060	3,573	3,662	3,702	
자본총계(비지배)								
자본금	78	81	103	102	102	103	103	
영업활동현금흐름	117	238	128	547	-288	410	-79	
투자활동현금흐름	-477	-730	-1,823	-1,531	75	-297	-564	
재무활동현금흐름	441	449	1,801	1,293	-266	42	608	
CAPEX	467	728	1,818	1,503	410	515	561	
FCF	-350	-489	-1,690	-420	-698	-105	-640	
이자발생부채	1,469	1,899	2,067		1,394	1,450	2,067	
영업이익률	7.69	8.53	6.02	6.16	8.13	6.47	1.11	5.61
순이익률	5.23	6.26	5.60	4.70	10.26	5.85	0.71	4.70
ROE(%)	14.13	26.73	12.99	9.92		17.15	12.99	
ROA(%)	5.77	9.69	6.19	5.11		8.65	6.19	
부채비율	157.12	189.30	75.67	111.29	64.17	64.98	75.67	
자본유보율	1,380.71	1,862.21	3,541.52		3,427.45	3,503.83	3,541.52	
EPS(원)	978	2,345	1,745	1,846	686	436	51	372
PER(배)			30.37	54.18	22.24	20.94	30.37	
BPS(원)	7,434	9,880	18,009	19,363	17,589	17,889	18,009	
PBR(배)	0.00	0.00	2.94	5.16	3.39	2.76	2.94	
현금DPS(원)	0	0	150	137	0	0	150	
현금배당수익률			0.28	0.14			0.31	
현금배당성향(%)	0.00	0.00	8.91	7.44	0.00	0.00	291.84	
발행주식수(보통주)	15,500,000	16,250,000	20,555,966		20,361,366	20,555,966	20,555,966	
