	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	168,871	167,309	172,788	173,376	40,878	46,315	40,589	43,943
영업이익	9,861	8,400	8,597	8,849	2,392	1,702	1,653	2,253
영업이익(발표기준)	9,861	8,400	8,597		2,392	1,702	1,653	
세전계속사업이익	5,548	8,979	7,989	9,480	2,887	473	2,871	2,102
당기순이익	3,716	5,353	5,733	6,815	2,182	69	1,965	1,524
당기순이익(지배)	2,017	3,816	4,074	4,890	1,640	-72	1,339	1,156
당기순이익(비지배)	1,699							
자산총계	184,319	180,546	182,270	187,718	183,424	182,270	193,766	
부채총계	99,590	97,628	95,120	94,845	94,553	95,120	105,861	
자본총계	84,729	82,919	87,150	92,873	88,871	87,150	87,905	
자본총계(지배)	64,676	62,741	66,626	70,930	67,969	66,626	67,487	
자본총계(비지배)	20,053							
자본금	5,573	5,573	5,573	5,571	5,573	5,573	5,573	
영업활동현금흐름	5,144	2,495	4,789	6,761	-3,490	880	10,704	
투자활동현금흐름	-163	-920	-1,512	-1,627	-2,590	-1,714	-132	
재무활동현금흐름	-3,809	-373	153	-2,228	-1,298	1,226	2,042	
CAPEX	498	1,919	1,099	1,430	223	336	305	
FCF	4,646	576	3,690	4,584	-3,713	544	10,399	
이자발생부채	22,818	24,067	26,626		24,916	26,626	28,816	
영업이익률	5.84	5.02	4.98	5.10	5.85	3.67	4.07	5.13
순이익률	2.20	3.20	3.32	3.93	5.34	0.15	4.84	3.47
ROE(%)	3.15	5.99	6.30	7.11	7.22	6.30	6.62	
ROA(%)	1.94	2.93	3.16	3.68	3.47	3.16	3.25	
부채비율	117.54	117.74	109.15	102.12	106.39	109.15	120.43	
자본유보율	1,048.98	1,074.89	1,138.52		1,144.28	1,138.52	1,143.55	
EPS(원)	1,810	3,424	3,656	4,387	1,472	-64	1,202	1,037
PER(배)	20.06	15.95	11.57	7.44	10.84	11.57	7.03	
BPS(원)	58,029	56,293	59,778	63,640	60,983	59,778	60,551	
PBR(배)	0.63	0.97	0.71	0.51	0.76	0.71	0.45	
현금DPS(원)	500	500	600	621	0	600		
현금배당수익률	1.38	0.92	1.42	1.90				
현금배당성향(%)	27.63	14.60	16.41	14.14	0.00	-933.52		
발행주식수(보통주)	111,355,765	111,355,765	111,355,765		111,355,765	111,355,765	111,355,765	
