	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	30,805	29,352	29,238		7,257	6,975	7,529	
영업이익	340	362	520		159	124	127	
영업이익(발표기준)	340	362	520		159	124	127	
세전계속사업이익	293	347	421		159	123	31	
당기순이익	157	207	258		112	89	-8	
당기순이익(지배)	77	123	161		87	63	-30	
당기순이익(비지배)	80							
자산총계	10,869	10,783	10,969		11,168	10,607	10,969	
부채총계	6,465	6,367	6,703		6,905	6,284	6,703	
자본총계	4,405	4,415	4,265		4,263	4,323	4,265	
자본총계(지배)	3,785	3,795	3,661		3,705	3,739	3,661	
자본총계(비지배)	619							
자본금	182	182	182		182	182	182	
영업활동현금흐름	1,720	171	1,058		473	-416	644	
투자활동현금흐름	-1,259	-1	-403		143	-496	-193	
재무활동현금흐름	-319	-159	-535		-341	12	-73	
CAPEX	36	74	75		17	5	27	
FCF	1,683	97	983		456	-422	617	
이자발생부채	146	200	601		558	604	601	
영업이익률	1.10	1.23	1.78		2.19	1.78	1.69	
순이익률	0.51	0.71	0.88		1.54	1.28	-0.11	
ROE(%)	2.00	3.25	4.31		5.26	5.23	4.31	
ROA(%)	1.29	1.91	2.37		2.66	2.76	2.37	
부채비율	146.76	144.22	157.16		161.98	145.35	157.16	
자본유보율	2,125.42	2,156.19	2,160.62		2,141.50	2,175.87	2,160.62	
EPS(원)	214	343	447		241	174	-83	
PER(배)	42.03	20.20	23.27		21.62	19.12	23.27	
BPS(원)	10,891	11,148	11,236		11,126	11,326	11,236	
PBR(배)	0.83	0.62	0.93		1.06	0.92	0.93	
현금DPS(원)	350	450	600		0	0	600	
현금배당수익률	3.88	6.50	5.77					
현금배당성향(%)	157.90	124.40	121.70		0.00	0.00	-655.45	
발행주식수(보통주)	35,943,340	35,943,340	35,943,340		35,943,340	35,943,340	35,943,340	
