	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	889	1,023	1,220	3,996	314	338	818	1,876
영업이익	76	106	224	1,805	68	51	398	999
영업이익(발표기준)	76	106	224		68	51	398	
세전계속사업이익	30	107	277	1,858	77	52	426	1,204
당기순이익	33	107	267	1,459	59	57	337	1,015
당기순이익(지배)	33	107	267	1,456	59	56	336	720
당기순이익(비지배)	1							
자산총계	1,568	1,638	1,957	3,520	1,826	1,957	2,653	
부채총계	395	354	429	544	356	429	812	
자본총계	1,173	1,284	1,528	2,976	1,470	1,528	1,841	
자본총계(지배)	1,170	1,280	1,525	2,366	1,467	1,525	1,838	
자본총계(비지배)	3							
자본금	131	131	131	131	131	131	131	
영업활동현금흐름	101	140	271	1,387	51	65	126	
투자활동현금흐름	61	10	-69	-92	-12	-13	-107	
재무활동현금흐름	-375	-101	-42	10	-19	-14	30	
CAPEX	48	29	41	107	14	14	167	
FCF	53	111	231	1,615	37	51	-40	
이자발생부채	198	102	151		108	151	189	
영업이익률	8.50	10.39	18.39	45.16	21.80	15.18	48.62	53.27
순이익률	3.72	10.47	21.90	36.50	18.78	16.78	41.18	54.12
ROE(%)	2.52	8.76	19.01	74.81	19.48	19.01	35.14	
ROA(%)	1.82	6.68	14.86	53.27	15.87	14.86	25.85	
부채비율	33.68	27.62	28.07	18.28	24.23	28.07	44.09	
자본유보율	881.99	966.26	1,150.96		1,104.72	1,150.96	1,387.27	
EPS(원)	124	409	1,017	5,549	225	215	1,282	2,743
PER(배)	269.82	39.13	30.15	19.77	19.55	30.15	52.68	
BPS(원)	4,500	4,926	5,869	9,104	5,645	5,869	7,071	
PBR(배)	7.44	3.25	5.22	12.05	3.61	5.22	15.71	
현금DPS(원)	0	0	100	20	0	100		
현금배당수익률	0.00	0.00	0.33	0.02				
현금배당성향(%)	0.00	0.00	9.75	0.36	0.00	46.10		
발행주식수(보통주)	26,234,020	26,234,020	26,234,020		26,234,020	26,234,020	26,234,020	
