	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	4,711	4,638	4,948		1,267	1,308	1,224	
영업이익	174	53	103		23	47	21	
영업이익(발표기준)	174	53	103		23	47	21	
세전계속사업이익	29	48	36		12	20	-15	
당기순이익	61	44	68		11	57	-11	
당기순이익(지배)	61	43	64		9	56	-12	
당기순이익(비지배)	0							
자산총계	1,991	2,014	2,194		2,026	2,194	2,039	
부채총계	1,197	1,188	1,261		1,148	1,261	1,114	
자본총계	794	826	933		878	933	925	
자본총계(지배)	768	799	901		846	901	891	
자본총계(비지배)	26							
자본금	156	156	165		165	165	165	
영업활동현금흐름	-185	193	-49		-7	123	50	
투자활동현금흐름	-114	-89	54		-6	-61	15	
재무활동현금흐름	331	-93	26		7	-60	-28	
CAPEX	63	29	52		14	21	13	
FCF	-248	164	-101		-21	102	36	
이자발생부채	901	830	840		893	840	824	
영업이익률	3.70	1.14	2.09		1.83	3.57	1.70	
순이익률	1.30	0.95	1.38		0.84	4.34	-0.90	
ROE(%)		5.43	7.58		2.23	7.58	7.84	
ROA(%)		2.20	3.24		1.09	3.24	3.43	
부채비율	150.76	143.73	135.15		130.74	135.15	120.38	
자본유보율	395.22	436.77	469.05		435.31	469.05	461.59	
EPS(원)	202	136	196		28	169	-37	
PER(배)	12.13	15.41	8.58		27.38	8.58	4.73	
BPS(원)	2,465	2,563	2,741		2,574	2,741	2,709	
PBR(배)	0.99	0.82	0.61		0.60	0.61	0.36	
현금DPS(원)	0							
현금배당수익률	0.00							
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	31,241,496	31,241,496	32,950,848		32,950,848	32,950,848	32,950,848	
