	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	68,385	80,020	80,408	81,453	22,721	16,867	22,245	17,369
영업이익	3,062	11,499	7,340	6,476	1,802	1,661	1,646	996
영업이익(발표기준)	3,062	11,499	7,340		1,802	1,661	1,646	
세전계속사업이익	2,535	10,852	6,906	6,230	1,623	1,849	1,567	935
당기순이익	1,773	6,850	5,280	4,814	1,094	-211	1,332	750
당기순이익(지배)	1,617	6,562	5,143	4,714	1,035	-226	1,321	695
당기순이익(비지배)	155							
자산총계	77,674	86,449	86,742	89,988	90,834	86,742	94,845	
부채총계	34,359	36,984	32,442	31,661	35,704	32,442	39,725	
자본총계	43,315	49,465	54,301	58,327	55,130	54,301	55,120	
자본총계(지배)	42,316	48,210	52,850	56,857	53,672	52,850	53,638	
자본총계(비지배)	998							
자본금	3,880	3,880	3,880	3,880	3,880	3,880	3,880	
영업활동현금흐름	7,177	15,587	10,213	13,716	4,042	4,064	2,524	
투자활동현금흐름	-12,323	-6,981	-5,170	-9,485	-1,672	-5,439	-2,174	
재무활동현금흐름	1,961	-2,358	-6,195	-2,610	-54	-1,665	3,806	
CAPEX	14,763	11,952	15,480	9,427	4,036	5,407	2,157	
FCF	-7,586	3,635	-5,267	3,947	6	-1,343	367	
이자발생부채	25,689	24,541	20,114		23,320	20,114	25,068	
영업이익률	4.48	14.37	9.13	7.95	7.93	9.85	7.40	5.73
순이익률	2.59	8.56	6.57	5.91	4.81	-1.25	5.99	4.32
ROE(%)	3.82	14.50	10.18	8.59	14.40	10.18	10.04	
ROA(%)	2.30	8.35	6.10	5.45	8.37	6.10	5.71	
부채비율	79.32	74.77	59.74	54.28	64.76	59.74	72.07	
자본유보율	942.01	1,088.79	1,190.22		1,207.44	1,190.22	1,202.80	
EPS(원)	2,084	8,457	6,627	6,075	1,334	-292	1,702	896
PER(배)	47.98	12.24	18.86	19.59	11.07	18.86	14.68	
BPS(원)	56,013	63,815	69,957	75,260	71,045	69,957	70,999	
PBR(배)	1.79	1.62	1.79	1.58	1.45	1.79	1.38	
현금DPS(원)	750	1,000	1,100	1,095	0	1,100		
현금배당수익률	0.75	0.97	0.88	0.92				
현금배당성향(%)	35.12	11.53	16.19	17.35	0.00	-367.96		
발행주식수(보통주)	74,693,696	74,693,696	74,693,696		74,693,696	74,693,696	74,693,696	
