	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	692	730	955		294	273	237	
영업이익	161	147	221		75	52	41	
영업이익(발표기준)	161	147	221		75	52	41	
세전계속사업이익	121	119	216		84	32	50	
당기순이익	90	98	174		63	32	39	
당기순이익(지배)	68	73	131		49	21	30	
당기순이익(비지배)	22							
자산총계	1,140	1,271	1,639		1,486	1,639	1,667	
부채총계	475	527	735		600	735	713	
자본총계	665	744	904		886	904	954	
자본총계(지배)	583	638	773		753	773	809	
자본총계(비지배)	82							
자본금	19	37	37		37	37	37	
영업활동현금흐름	82	176	137		31	42	50	
투자활동현금흐름	-168	-161	-144		-35	-58	-19	
재무활동현금흐름	211	34	144		-9	137	-22	
CAPEX	168	120	81		32	-4	17	
FCF	-86	56	56		-1	46	33	
이자발생부채	347	399	496		428	496	479	
영업이익률	23.24	20.11	23.15		25.60	19.03	17.18	
순이익률	13.03	13.40	18.20		21.46	11.79	16.32	
ROE(%)	14.20	12.01	18.60		17.64	18.60	18.39	
ROA(%)	9.29	8.12	11.95		11.52	11.95	11.94	
부채비율	71.39	70.78	81.27		67.75	81.27	74.70	
자본유보율	3,064.31	1,682.39	2,025.32		1,975.24	2,025.32	2,105.31	
EPS(원)	967	990	1,773		657	285	399	
PER(배)	41.62	16.12	16.33		18.18	16.33	9.74	
BPS(원)	7,867	8,754	10,557		10,330	10,557	11,050	
PBR(배)	5.12	1.82	2.74		2.93	2.74	1.62	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	7,405,200	7,405,200	7,405,200		7,405,200	7,405,200	7,405,200	
