	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	1,763	1,923	2,433		837	580	352	
영업이익	35	-120	31		15	2	-13	
영업이익(발표기준)	35	-120	31		15	2	-13	
세전계속사업이익	-9	-135	6		7	-3	-20	
당기순이익	-17	-139	4		7	-4	-20	
당기순이익(지배)	-17	-139	4		7	-4	-20	
당기순이익(비지배)								
자산총계	1,398	1,395	1,465		1,866	1,465	1,464	
부채총계	705	839	888		1,263	888	875	
자본총계	693	556	577		603	577	588	
자본총계(지배)	693	556	577		603	577	588	
자본총계(비지배)								
자본금	386	331	399		414	399	422	
영업활동현금흐름	21	-44	211		10	78	24	
투자활동현금흐름	102	-80	-12		-5	-3	-8	
재무활동현금흐름	-138	124	-158		14	-74	-31	
CAPEX	57	183	19		6	7	5	
FCF	-36	-226	192		4	71	18	
이자발생부채	488	648	563		631	563	566	
영업이익률	1.99	-6.22	1.29		1.85	0.32	-3.72	
순이익률	-0.98	-7.25	0.18		0.78	-0.62	-5.81	
ROE(%)	-2.47	-22.34	0.78		-4.28	0.77	-2.96	
ROA(%)	-1.15	-9.98	0.31		-1.38	0.30	-1.18	
부채비율	101.76	151.03	153.90		209.25	153.90	148.77	
자본유보율	85.63	61.54	44.94		45.30	44.94	39.97	
EPS(원)	-22	-181	6		8	-5	-26	
PER(배)	N/A	N/A	360.27		N/A	363.48	N/A	
BPS(원)	898	720	748		782	748	763	
PBR(배)	2.45	3.60	2.74		2.99	2.74	1.71	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	77,124,820	77,124,820	77,124,820		77,124,820	77,124,820	77,124,820	
