	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,176	1,904	1,479		353	247	593	
영업이익	21	173	116		26	-3	82	
영업이익(발표기준)	21	173	116		26	-3	82	
세전계속사업이익	-48	174	104		22	4	71	
당기순이익	-58	117	89		15	1	66	
당기순이익(지배)	-58	117	89		15	1	66	
당기순이익(비지배)	0							
자산총계	1,400	1,286	1,286		1,315	1,293	1,286	
부채총계	908	676	602		688	675	602	
자본총계	492	610	683		626	619	683	
자본총계(지배)	492	609	683		626	618	683	
자본총계(비지배)	0							
자본금	60	60	60		60	60	60	
영업활동현금흐름	-76	97	164		27	-40	181	
투자활동현금흐름	-228	-68	-80		-6	-24	-42	
재무활동현금흐름	203	-20	-45		46	-23	-47	
CAPEX	40	64	32		4	13	4	
FCF	-116	33	132		23	-53	177	
이자발생부채	355	332	321		393	375	321	
영업이익률	1.77	9.10	7.85		7.28	-1.05	13.77	
순이익률	-4.97	6.17	5.99		4.12	0.39	11.09	
ROE(%)	-11.22	21.34	13.73		-0.34	0.89	13.73	
ROA(%)	-5.27	8.75	6.89		-0.16	0.40	6.89	
부채비율	184.59	110.87	88.16		109.97	109.06	88.16	
자본유보율	755.02	949.92	1,086.95		976.88	978.48	1,086.95	
EPS(원)	-485	974	736		121	8	546	
PER(배)	N/A	5.77	7.46		N/A	123.03	7.46	
BPS(원)	4,195	5,200	5,908		5,340	5,348	5,908	
PBR(배)	2.41	1.08	0.93		1.18	1.06	0.93	
현금DPS(원)	0	50	50		0	0	50	
현금배당수익률	0.00	0.89	0.91					
현금배당성향(%)	0.00	4.99	6.51		0.00	0.00	8.79	
발행주식수(보통주)	12,055,535	12,055,535	12,055,535		12,055,535	12,055,535	12,055,535	
