	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	440	410	308		69	58	128	
영업이익	13	-20	-24		-10	-5	2	
영업이익(발표기준)	13	-20	-24		-10	-5	2	
세전계속사업이익	4	-18	-173		-45	-67	-39	
당기순이익	10	-12	-197		-40	-54	-84	
당기순이익(지배)	10	-12	-197		-40	-54	-84	
당기순이익(비지배)	0							
자산총계	702	975	883		967	1,014	883	
부채총계	219	463	319		422	437	319	
자본총계	482	513	564		544	578	564	
자본총계(지배)	482	513	564		544	578	564	
자본총계(비지배)	0							
자본금	126	133	159		139	148	159	
영업활동현금흐름	47	-1	-22		12	-28	23	
투자활동현금흐름	-197	-335	-40		-42	-14	59	
재무활동현금흐름	160	217	54		-11	77	-51	
CAPEX	3	3	3		2	0	1	
FCF	44	-5	-25		10	-29	23	
이자발생부채	129	298	209		274	279	209	
영업이익률	2.86	-4.78	-7.71		-14.59	-7.82	1.77	
순이익률	2.16	-2.95	-64.06		-57.82	-93.80	-65.64	
ROE(%)	2.08	-2.43	-36.60		-16.12	-27.45	-36.60	
ROA(%)	1.56	-1.44	-21.21		-9.10	-15.56	-21.21	
부채비율	45.49	90.25	56.50		77.58	75.66	56.50	
자본유보율	287.03	333.17	306.46		328.77	326.83	306.46	
EPS(원)	16	-19	-277		-58	-75	-108	
PER(배)	161.07	N/A	N/A		N/A	N/A	N/A	
BPS(원)	767	787	725		799	795	725	
PBR(배)	3.29	3.71	2.05		3.06	1.91	2.05	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	63,138,630	66,619,639	79,345,898		69,631,423	74,131,423	79,345,898	
