	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	548	602	657		155	155	191	
영업이익	70	85	87		21	18	29	
영업이익(발표기준)	70	85	87		21	18	29	
세전계속사업이익	71	95	78		20	18	23	
당기순이익	55	74	61		16	14	18	
당기순이익(지배)	55	74	61		16	14	18	
당기순이익(비지배)								
자산총계	1,108	1,345	1,385		1,375	1,368	1,385	
부채총계	178	351	347		364	345	347	
자본총계	930	994	1,038		1,011	1,023	1,038	
자본총계(지배)	930	994	1,038		1,011	1,023	1,038	
자본총계(비지배)								
자본금	15	15	15		15	15	15	
영업활동현금흐름	39	65	36		-6	-10	24	
투자활동현금흐름	4	-322	-4		7	30	-12	
재무활동현금흐름	-13	136	-9		-13	1	2	
CAPEX	5	5	16		2	4	8	
FCF	34	59	20		-8	-14	16	
이자발생부채	46	198	208		201	202	208	
영업이익률	12.83	14.14	13.24		13.38	11.93	15.03	
순이익률	10.01	12.29	9.24		10.15	8.73	9.54	
ROE(%)	6.27	7.69	5.97		7.04	7.01	5.97	
ROA(%)	5.21	6.03	4.45		5.50	5.53	4.45	
부채비율	19.11	35.36	33.41		36.00	33.73	33.41	
자본유보율	4,655.73	5,053.81	5,353.45		5,161.55	5,255.26	5,353.45	
EPS(원)	366	493	405		105	90	121	
PER(배)	9.74	8.27	10.33		10.14	8.60	10.33	
BPS(원)	6,203	6,625	6,919		6,740	6,818	6,919	
PBR(배)	0.57	0.62	0.60		0.69	0.59	0.60	
현금DPS(원)	105	115	115		0	20	95	
현금배당수익률	2.95	2.82	2.75					
현금배당성향(%)	28.72	23.31	28.43		0.00	22.22	78.30	
발행주식수(보통주)	15,000,000	15,000,000	15,000,000		15,000,000	15,000,000	15,000,000	
