	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	47	53	58		22	22	-26	
영업이익	-32	-80	-70		-19	-22	-18	
영업이익(발표기준)	-32	-80	-70		-19	-22	-18	
세전계속사업이익	-34	-113	-185		4	-32	-132	
당기순이익	-37	-113	-172		3	-42	-111	
당기순이익(지배)	-37	-113	-171		3	-42	-110	
당기순이익(비지배)								
자산총계	570	612	300		498	430	300	
부채총계	272	368	65		65	62	65	
자본총계	298	244	236		433	367	236	
자본총계(지배)	298	244	244		433	367	244	
자본총계(비지배)								
자본금	30	97	111		111	111	111	
영업활동현금흐름	-21	-84	-41		8	-32	21	
투자활동현금흐름	-17	-310	167		86	13	-15	
재무활동현금흐름	305	106	-178		-94	-1	9	
CAPEX	19	36	23		21	-2	1	
FCF	-41	-119	-65		-14	-30	20	
이자발생부채	257	346	49		44	45	49	
영업이익률	-69.57	-150.46	-121.39		-87.91	-100.55	70.11	
순이익률	-80.14	-213.90	-299.37		13.88	-192.86	433.02	
ROE(%)	-12.72		-70.05		-26.25	-36.14	-70.05	
ROA(%)	-8.64		-37.75		-17.38	-22.89	-37.75	
부채비율	91.24	151.28	27.55		15.10	17.02	27.55	
자본유보율	850.43	123.40	111.89		272.64	236.87	111.89	
EPS(원)	-208	-553	-750		13	-181	-478	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	1,489	1,151	1,066		1,888	1,602	1,066	
PBR(배)	8.34	5.33	7.26		4.10	4.83	7.26	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	18,193,164	19,333,234	22,130,432		22,130,432	22,130,432	22,130,432	
