	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	11,497	13,049	12,035	11,041	2,882	3,016	2,566	
영업이익	1,153	1,088	-39	173	-155	-6	-476	
영업이익(발표기준)	1,153	1,088	-39		-155	-6	-476	
세전계속사업이익	2,676	81	-2,635	407	-1,577	-977	-259	
당기순이익	2,291	-104	-2,592	284	-1,513	-930	-211	
당기순이익(지배)	2,219	-335	-2,430	253	-1,418	-894	-38	
당기순이익(비지배)	72							
자산총계	27,758	28,501	26,937	27,611	29,130	26,849	26,937	
부채총계	10,661	11,275	12,730	13,356	13,864	12,525	12,730	
자본총계	17,097	17,225	14,207	14,255	15,266	14,324	14,207	
자본총계(지배)	15,214	15,206	12,468	12,439	13,273	12,394	12,468	
자본총계(비지배)	1,883							
자본금	1,493	1,493	1,493	1,492	1,493	1,493	1,493	
영업활동현금흐름	1,644	782	1,306	2,127	282	-68	260	
투자활동현금흐름	-3,130	-2,824	2,138	-326	127	1,010	-189	
재무활동현금흐름	3,140	543	-3,008	-202	62	-1,025	-415	
CAPEX	169	71	28	330	12	13	0	
FCF	1,475	710	1,278	50	270	-81	261	
이자발생부채	6,347	7,314	8,892		9,903	9,123	8,892	
영업이익률	10.03	8.34	-0.32	1.57	-5.38	-0.21	-18.55	
순이익률	19.93	-0.80	-21.54	2.58	-52.48	-30.84	-8.24	
ROE(%)	17.59	-2.20	-17.56	2.03	-8.32	-20.75	-17.56	
ROA(%)	9.47	-0.37	-9.35	1.04	-3.87	-10.71	-9.35	
부채비율	62.35	65.46	89.60	93.69	90.81	87.44	89.60	
자본유보율	567.60	515.90	373.51		427.32	367.27	373.51	
EPS(원)	3,717	-561	-4,070	424	-2,375	-1,498	-63	
PER(배)	4.92	N/A	N/A	189.74	N/A	N/A	N/A	
BPS(원)	25,484	25,470	20,884	20,836	22,232	20,761	20,884	
PBR(배)	0.72	1.17	1.92	3.86	1.35	1.31	1.92	
현금DPS(원)	125	300	255	278	0	0	255	
현금배당수익률	0.68	1.01	0.64	0.35				
현금배당성향(%)	3.37	-53.46	-6.27	64.90	0.00	0.00	-403.09	
발행주식수(보통주)	59,170,458	59,170,458	59,170,458		59,170,458	59,170,458	59,170,458	
