	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	22,408	22,927	22,757		5,442	5,270	6,647	
영업이익	1,150	1,537	1,359		420	298	401	
영업이익(발표기준)	1,150	1,537	1,359		420	298	401	
세전계속사업이익	796	1,262	1,016		260	248	288	
당기순이익	565	945	746		212	185	194	
당기순이익(지배)	523	892	716		200	180	186	
당기순이익(비지배)	42							
자산총계	15,829	17,262	20,067		18,438	18,992	20,067	
부채총계	12,006	12,864	15,041		13,734	14,100	15,041	
자본총계	3,823	4,398	5,027		4,704	4,891	5,027	
자본총계(지배)	3,380	3,914	4,534		4,221	4,403	4,534	
자본총계(비지배)	444							
자본금	447	447	447		447	447	447	
영업활동현금흐름	-584	1,041	136		856	-1,336	394	
투자활동현금흐름	-518	-98	-960		-198	-132	-590	
재무활동현금흐름	414	13	1,717		446	949	129	
CAPEX	104	86	181		6	4	132	
FCF	-688	955	-45		850	-1,340	262	
이자발생부채	5,012	5,301	7,771		6,266	7,289	7,771	
영업이익률	5.13	6.70	5.97		7.72	5.66	6.03	
순이익률	2.52	4.12	3.28		3.90	3.51	2.92	
ROE(%)	16.70	24.46	16.94		22.59	20.16	16.94	
ROA(%)	3.65	5.71	4.00		5.01	4.72	4.00	
부채비율	314.02	292.48	299.22		291.96	288.27	299.22	
자본유보율	648.40	778.27	916.80		846.51	887.20	916.80	
EPS(원)	5,856	9,987	8,013		2,243	2,017	2,088	
PER(배)	2.95	2.18	2.53		2.85	2.43	2.53	
BPS(원)	38,153	44,186	51,185		47,649	49,708	51,185	
PBR(배)	0.45	0.49	0.40		0.58	0.45	0.40	
현금DPS(원)	0	500	600		0	0	600	
현금배당수익률	0.00	2.30	2.96					
현금배당성향(%)	0.00	4.97	7.43		0.00	0.00	28.51	
발행주식수(보통주)	8,930,907	8,930,907	8,930,907		8,930,907	8,930,907	8,930,907	
