	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	2,296	1,719	1,818		472	407	547	
영업이익	62	-118	-83		-21	-14	-2	
영업이익(발표기준)	62	-118	-83		-21	-14	-2	
세전계속사업이익	11	-145	-121		-28	-20	-21	
당기순이익	7	-136	-136		-26	-26	-33	
당기순이익(지배)	7	-136	-136		-26	-26	-33	
당기순이익(비지배)	0							
자산총계	3,131	2,877	2,678		2,850	2,778	2,678	
부채총계	2,320	2,210	2,152		2,261	2,216	2,152	
자본총계	811	667	526		590	562	526	
자본총계(지배)	811	667	526		590	562	526	
자본총계(비지배)	0							
자본금	50	50	50		50	50	50	
영업활동현금흐름	-134	123	143		31	8	99	
투자활동현금흐름	-106	-67	-16		-7	-3	-4	
재무활동현금흐름	107	-67	-134		-13	-6	-85	
CAPEX	180	77	18		9	5	4	
FCF	-315	46	124		22	3	96	
이자발생부채	1,612	1,545	1,430		1,520	1,515	1,430	
영업이익률	2.71	-6.85	-4.58		-4.44	-3.55	-0.45	
순이익률	0.32	-7.91	-7.48		-5.41	-6.35	-6.11	
ROE(%)	0.92	-18.39	-22.80		-22.12	-21.49	-22.81	
ROA(%)	0.24	-4.52	-4.90		-5.00	-4.76	-4.90	
부채비율	285.93	331.16	408.80		383.44	394.37	408.80	
자본유보율	1,471.37	1,185.98	906.25		1,030.88	978.95	906.25	
EPS(원)	74	-1,359	-1,361		-256	-258	-334	
PER(배)	115.71	N/A	N/A		N/A	N/A	N/A	
BPS(원)	8,114	6,673	5,263		5,895	5,620	5,263	
PBR(배)	1.06	0.78	0.66		0.80	0.69	0.66	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	10,000,000	10,000,000	10,000,000		10,000,000	10,000,000	10,000,000	
