	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	5,283	5,899	6,174		1,492	1,373	1,706	
영업이익	-19	-54	137		62	4	-1	
영업이익(발표기준)	-19	-54	137		62	4	-1	
세전계속사업이익	-239	-138	27		42	12	-89	
당기순이익	-226	-228	52		30	11	-42	
당기순이익(지배)	-223	-75	45		34	-1	-26	
당기순이익(비지배)								
자산총계	5,366	5,815	6,286		6,455	6,552	6,286	
부채총계	4,279	4,773	4,815		5,334	5,419	4,815	
자본총계	1,088	1,043	1,471		1,121	1,134	1,471	
자본총계(지배)	610	665	1,111		733	732	1,111	
자본총계(비지배)								
자본금	327	327	630		327	327	630	
영업활동현금흐름	212	207	163		291	-373	450	
투자활동현금흐름	-133	-107	-404		-43	-24	-300	
재무활동현금흐름	-82	-101	525		-35	267	147	
CAPEX	108	139	128		28	30	39	
FCF	104	68	34		263	-403	412	
이자발생부채	2,061	1,969	2,206		2,116	2,391	2,206	
영업이익률	-0.36	-0.92	2.22		4.18	0.31	-0.06	
순이익률	-4.28	-3.86	0.85		2.00	0.81	-2.47	
ROE(%)	-30.72	-11.73	5.07		-3.35	-3.42	5.07	
ROA(%)	-4.12	-4.07	0.86		-3.40	-3.21	0.86	
부채비율	393.38	457.77	327.31		475.63	478.02	327.31	
자본유보율	85.61	53.06	123.88		73.75	73.55	123.88	
EPS(원)	-283	-95	54		43	-1	-27	
PER(배)	N/A	N/A	24.11		N/A	N/A	24.11	
BPS(원)	773	842	903		928	927	903	
PBR(배)	1.75	1.79	1.43		1.61	1.12	1.43	
현금DPS(원)	12	8			0	0		
현금배당수익률	0.92	0.55						
현금배당성향(%)	-4.39	-6.57	0.00		0.00	0.00	0.00	
발행주식수(보통주)	78,956,148	78,956,148	126,004,610		78,956,148	78,956,148	126,004,610	
