	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	767	940	680		147	144	231	
영업이익	-27	29	-79		-16	-26	-22	
영업이익(발표기준)	-27	29	-79		-16	-26	-22	
세전계속사업이익	-21	14	-156		-35	7	-111	
당기순이익	-22	9	-128		-24	3	-90	
당기순이익(지배)	-22	9	-128		-24	3	-90	
당기순이익(비지배)								
자산총계	589	658	942		792	960	942	
부채총계	193	252	653		419	578	653	
자본총계	396	406	289		373	382	289	
자본총계(지배)	396	406	289		373	382	289	
자본총계(비지배)								
자본금	50	50	50		50	50	50	
영업활동현금흐름	60	62	-97		-8	12	-54	
투자활동현금흐름	-28	-59	-154		-45	-46	22	
재무활동현금흐름	-29	-2	321		-6	122	0	
CAPEX	23	29	174		-18	130	-2	
FCF	37	33	-271		10	-119	-52	
이자발생부채	37	37	342		230	333	342	
영업이익률	-3.49	3.13	-11.68		-10.61	-18.16	-9.35	
순이익률	-2.84	1.00	-18.80		-16.33	1.92	-38.96	
ROE(%)	-5.23	2.34	-36.78		-9.01	-11.92	-36.78	
ROA(%)	-3.48	1.50	-15.98		-4.87	-5.68	-15.98	
부채비율	48.59	61.95	225.79		112.41	151.51	225.79	
자본유보율	748.83	770.25	512.68		688.95	694.40	512.68	
EPS(원)	-217	94	-1,278		-241	28	-900	
PER(배)	N/A	30.94	N/A		N/A	N/A	N/A	
BPS(원)	4,118	4,220	3,003		3,875	3,964	3,003	
PBR(배)	0.76	0.69	1.93		0.98	1.23	1.93	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	10,000,000	10,000,000	10,000,000		10,000,000	10,000,000	10,000,000	
