	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	46,672	44,715	49,632	52,297	13,222	11,982	11,784	13,199
영업이익	14,261	12,551	13,820	14,301	3,825	2,523	3,150	4,058
영업이익(발표기준)	14,261	12,551	13,820		3,825	2,523	3,150	
세전계속사업이익	13,456	13,187	14,627	15,531	4,503	1,794	4,156	4,259
당기순이익	11,642	8,987	10,387	11,138	3,221	1,183	2,939	3,115
당기순이익(지배)	11,638	9,016	10,365	11,140	3,208	1,198	2,930	3,051
당기순이익(비지배)	5							
자산총계	99,814	101,551	107,121	113,524	106,314	107,121	108,594	
부채총계	21,516	20,220	20,062	20,930	20,691	20,062	24,862	
자본총계	78,298	81,331	87,059	92,594	85,623	87,059	83,732	
자본총계(지배)	77,721	80,793	86,506	92,027	85,049	86,506	83,170	
자본총계(비지배)	577							
자본금	9,550	9,550	9,550	9,550	9,550	9,550	9,550	
영업활동현금흐름	11,431	8,217	10,425	11,021	-2,278	837	2,336	
투자활동현금흐름	-6,830	-463	-4,592	-3,162	-83	-501	-1,392	
재무활동현금흐름	-4,386	-5,494	-6,321	-5,645	-329	-129	-86	
CAPEX	3,183	3,533	2,222	2,500	552	489	335	
FCF	8,248	4,683	8,202	7,778	-2,829	347	2,001	
이자발생부채	2,789	2,284	1,666		1,707	1,666	1,638	
영업이익률	30.56	28.07	27.84	27.35	28.93	21.06	26.73	30.74
순이익률	24.95	20.10	20.93	21.30	24.36	9.87	24.94	23.60
ROE(%)	15.71	11.38	12.39	12.48	12.67	12.39	13.05	
ROA(%)	11.76	8.93	9.96	10.10	9.95	9.96	9.79	
부채비율	27.48	24.86	23.04	22.60	24.17	23.04	29.69	
자본유보율	757.02	795.11	850.82		836.86	850.82	823.16	
EPS(원)	8,476	6,567	7,549	8,114	2,337	873	2,134	2,223
PER(배)	13.63	15.46	12.42	10.13	13.87	12.42	9.71	
BPS(원)	61,553	63,987	68,341	72,703	67,358	68,341	65,705	
PBR(배)	1.88	1.59	1.37	1.13	1.57	1.37	1.14	
현금DPS(원)	4,000	4,000	4,400	4,492	0	4,400		
현금배당수익률	3.46	3.94	4.69	5.47				
현금배당성향(%)	43.40	56.02	53.74	55.36	0.00	464.75		
발행주식수(보통주)	137,292,497	137,292,497	137,292,497		137,292,497	137,292,497	137,292,497	
