	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	3,990	4,025	5,161	6,228	1,043	1,556	1,324	1,473
영업이익	165	173	271	381	17	116	67	94
영업이익(발표기준)	165	173	271		17	116	67	
세전계속사업이익	154	180	226	369	-36	117	96	79
당기순이익	117	138	174	294	-28	88	78	
당기순이익(지배)	117	138	174	284	-28	88	78	61
당기순이익(비지배)								
자산총계	3,286	3,759	4,090	4,596	4,026	4,090	4,230	
부채총계	928	1,272	1,564	1,862	1,525	1,564	1,727	
자본총계	2,358	2,487	2,526	2,734	2,501	2,526	2,504	
자본총계(지배)	2,358	2,487	2,526	2,720	2,501	2,526	2,504	
자본총계(비지배)								
자본금	169	169	169	170	169	169	169	
영업활동현금흐름	115	287	391	418	-322	278	43	
투자활동현금흐름	-73	-70	-108	-68	46	-33	11	
재무활동현금흐름	20	-81	-87	-82	-4	-3	-87	
CAPEX	69	14	44	48	1	36	9	
FCF	47	273	347	422	-323	242	34	
이자발생부채	46	43	48		49	48	56	
영업이익률	4.14	4.30	5.24	6.12	1.59	7.47	5.05	6.42
순이익률	2.94	3.43	3.37	4.71	-2.66	5.68	5.88	
ROE(%)		5.69	6.93	10.84	6.06	6.93	9.10	
ROA(%)		3.92	4.43	6.76	4.03	4.43	5.63	
부채비율	39.37	51.13	61.92	68.09	60.99	61.92	68.97	
자본유보율	1,299.63	1,403.80	1,447.72		1,410.70	1,447.72	1,431.80	
EPS(원)	347	409	516	843	-82	262	231	181
PER(배)	14.24	21.14	17.32	10.47	25.40	17.32	10.72	
BPS(원)	6,992	7,422	7,537	8,169	7,463	7,537	7,515	
PBR(배)	0.71	1.17	1.18	1.08	1.51	1.18	0.95	
현금DPS(원)	190	220	250	250	0	250		
현금배당수익률	3.84	2.54	2.80	2.83				
현금배당성향(%)	54.69	53.44	48.20	29.65	0.00	94.71		
발행주식수(보통주)	33,720,000	33,720,000	33,720,000		33,720,000	33,720,000	33,720,000	
