	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	401	201	132		47	37	13	
영업이익	-9	-62	-58		-5	-35	-10	
영업이익(발표기준)	-9	-62	-58		-5	-35	-10	
세전계속사업이익	-74	-463	-73		-6	-14	-44	
당기순이익	-92	-487	-73		-6	-14	-44	
당기순이익(지배)	-92	-487	-74		-6	-14	-44	
당기순이익(비지배)	1							
자산총계	407	184	188		380	418	188	
부채총계	188	313	76		366	415	76	
자본총계	219	-129	112		14	3	112	
자본총계(지배)	219	-131	112		12	1	112	
자본총계(비지배)	0							
자본금	153	206	148		206	206	148	
영업활동현금흐름	53	-55	-7		-3	51	-70	
투자활동현금흐름	1	-221	-14		-14	-1	1	
재무활동현금흐름	-65	268	60		-19	11	35	
CAPEX	35	12	13		10	6	-5	
FCF	18	-68	-20		-13	45	-65	
이자발생부채	95	240	46		253	256	46	
영업이익률	-2.27	-31.13	-43.93		-9.98	-92.97	-74.76	
순이익률	-22.84	-242.75	-55.60		-12.07	-36.89	-335.77	
ROE(%)	-38.10	-1,106.35	771.92		-359.35	-249.64	771.92	
ROA(%)	-19.96	-165.07	-39.40		-117.25	-83.32	-39.40	
부채비율	85.80	-242.05	67.47		2,574.61	13,816.28	67.47	
자본유보율	60.17	-151.41	-0.91		-83.02	-89.50	-0.91	
EPS(원)	-16,243	-64,554	-2,642		-743	-1,647	-513	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	35,324	-15,670	755		1,448	100	755	
PBR(배)	0.39	N/A	1.06		2.90	41.97	1.06	
현금DPS(원)	0	0			0	0		
현금배당수익률	0.00	0.00			0.00	0.00		
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	620,951	835,667	14,762,358		835,667	835,667	14,762,358	
