	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,797	2,093	2,511		603	676	685	
영업이익	89	105	41		17	14	-7	
영업이익(발표기준)	89	105	41		17	14	-7	
세전계속사업이익	66	83	3		0	-10	1	
당기순이익	49	78	-1		1	-10	-2	
당기순이익(지배)	49	78	-1		1	-10	-2	
당기순이익(비지배)								
자산총계	1,502	2,384	3,221		2,916	2,862	3,221	
부채총계	594	1,135	1,494		1,309	1,264	1,494	
자본총계	908	1,249	1,726		1,607	1,598	1,726	
자본총계(지배)	908	1,249	1,726		1,607	1,598	1,726	
자본총계(비지배)								
자본금	49	79	118		115	115	118	
영업활동현금흐름	142	15	72		105	-62	116	
투자활동현금흐름	-23	-282	-608		-163	-34	-40	
재무활동현금흐름	-91	628	743		57	-48	306	
CAPEX	11	36	103		-272	6	20	
FCF	131	-21	-30		377	-67	96	
이자발생부채	352	704	1,064		880	858	1,064	
영업이익률	4.97	5.01	1.62		2.90	2.09	-1.04	
순이익률	2.74	3.72	-0.03		0.10	-1.48	-0.27	
ROE(%)	5.57	7.23	-0.05		1.34	0.25	-0.05	
ROA(%)	3.22	4.01	-0.03		0.76	0.13	-0.03	
부채비율	65.46	90.93	86.57		81.41	79.09	86.57	
자본유보율	1,787.01	1,494.50	1,289.73		1,304.85	1,296.17	1,289.73	
EPS(원)	505	766	-3		3	-43	-8	
PER(배)	9.74	9.18	N/A		49.70	213.58	N/A	
BPS(원)	9,294	7,887	6,757		6,981	6,940	6,757	
PBR(배)	0.53	0.89	0.87		0.80	0.55	0.87	
현금DPS(원)	75	0			0	0		
현금배당수익률	1.52	0.00						
현금배당성향(%)	14.85	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	9,765,000	15,831,019	25,546,567		23,025,716	23,025,716	25,546,567	
