	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	4,147	4,324	4,335		1,091	1,061	1,169	
영업이익	216	99	-38		-6	-30	-4	
영업이익(발표기준)	216	99	-38		-6	-30	-4	
세전계속사업이익	185	119	-24		-9	-30	-3	
당기순이익	134	84	-17		-2	-26	-1	
당기순이익(지배)	108	79	-28		-6	-27	-3	
당기순이익(비지배)	25							
자산총계	4,516	4,746	4,627		4,887	4,696	4,627	
부채총계	1,598	1,789	1,712		1,931	1,764	1,712	
자본총계	2,918	2,957	2,915		2,956	2,931	2,915	
자본총계(지배)	2,327	2,374	2,324		2,368	2,341	2,324	
자본총계(비지배)	592							
자본금	343	343	343		343	343	343	
영업활동현금흐름	169	-49	149		99	-151	16	
투자활동현금흐름	-166	-439	-264		-120	-47	-37	
재무활동현금흐름	-96	281	-30		-18	15	-26	
CAPEX	222	401	284		102	24	87	
FCF	-53	-450	-135		-2	-175	-71	
이자발생부채	487	808	816		826	842	816	
영업이익률	5.22	2.29	-0.88		-0.54	-2.81	-0.32	
순이익률	3.22	1.95	-0.40		-0.20	-2.42	-0.10	
ROE(%)	4.74	3.37	-1.18		1.31	0.73	-1.18	
ROA(%)	2.94	1.82	-0.37		0.88	0.62	-0.37	
부채비율	54.76	60.48	58.71		65.32	60.20	58.71	
자본유보율	644.66	660.65	645.76		658.74	650.91	645.76	
EPS(원)	158	115	-40		-9	-39	-5	
PER(배)	25.37	21.23	N/A		51.73	82.66	N/A	
BPS(원)	3,997	4,078	3,992		4,068	4,022	3,992	
PBR(배)	1.00	0.60	0.48		0.57	0.51	0.48	
현금DPS(원)	25							
현금배당수익률	0.63							
현금배당성향(%)	13.46	11.04	0.00		0.00	0.00	0.00	
발행주식수(보통주)	68,560,000	68,560,000	68,560,000		68,560,000	68,560,000	68,560,000	
