	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	4,673	5,343	5,502		1,376	1,218	1,302	
영업이익	285	129	214		33	43	11	
영업이익(발표기준)	285	129	214		33	43	11	
세전계속사업이익	254	213	416		46	42	43	
당기순이익	188	139	312		28	47	27	
당기순이익(지배)	188	139	312		28	47	27	
당기순이익(비지배)								
자산총계	37,788	37,588	41,395		44,474	42,673	41,395	
부채총계	33,418	32,173	35,693		38,845	36,998	35,693	
자본총계	4,370	5,415	5,702		5,630	5,675	5,702	
자본총계(지배)	4,370	5,415	5,701		5,630	5,675	5,701	
자본총계(비지배)								
자본금	1,620	2,383	2,383		2,383	2,383	2,383	
영업활동현금흐름	-81	-2,353	-1,992		145	248	-704	
투자활동현금흐름	-367	6	-484		-328	-80	-269	
재무활동현금흐름	220	2,493	2,203		168	538	526	
CAPEX	129	45	34		11	8	13	
FCF								
이자발생부채	8,578	7,752	9,532		8,390	9,371	9,532	
영업이익률	6.10	2.42	3.89		2.39	3.55	0.82	
순이익률	4.03	2.61	5.67		2.07	3.82	2.09	
ROE(%)	4.42	2.85	5.62		5.38	6.41	5.62	
ROA(%)	0.49	0.37	0.79		0.60	0.73	0.79	
부채비율	764.75	594.12	626.02		690.02	651.89	626.02	
자본유보율	172.01	128.85	140.87		137.84	139.77	140.87	
EPS(원)	55	39	66		6	10	6	
PER(배)	19.77	16.92	9.26		11.23	8.62	9.26	
BPS(원)	1,309	1,164	1,226		1,210	1,220	1,226	
PBR(배)	0.82	0.57	0.50		0.60	0.51	0.50	
현금DPS(원)	0	10	10		0	0	10	
현금배당수익률	0.00	1.52	1.65					
현금배당성향(%)	0.00	33.49	14.96		0.00	0.00	171.46	
발행주식수(보통주)	341,155,134	472,590,171	472,590,171		472,590,171	472,590,171	472,590,171	
