	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	3,193	4,830	5,138	5,818	1,299	1,301	1,281	1,319
영업이익	810	1,358	1,546	1,735	403	376	390	393
영업이익(발표기준)	810	1,358	1,546		403	376	390	
세전계속사업이익	383	1,174	1,380	1,666	376	387	275	369
당기순이익	356	878	1,103	1,298	298	306	227	266
당기순이익(지배)	354	878	1,103	1,284	298	306	227	279
당기순이익(비지배)	3							
자산총계	9,972	9,968	10,747	11,772	10,566	11,020	10,747	
부채총계	5,926	4,785	4,276	4,017	4,626	4,488	4,276	
자본총계	4,046	5,183	6,472	7,755	5,940	6,532	6,472	
자본총계(지배)	4,046	5,183	6,472	7,755	5,940	6,532	6,472	
자본총계(비지배)								
자본금	88	91	91	91	91	91	91	
영업활동현금흐름	824	1,563	1,644	1,597	417	453	487	
투자활동현금흐름	-5,968	34	-502	-173	-155	-226	-140	
재무활동현금흐름	5,246	-1,431	-1,102	-448	-374	-218	-215	
CAPEX	6	7	11	62	1	1	1	
FCF	818	1,556	1,634	1,646	416	452	486	
이자발생부채	5,492	4,238	3,689		3,731	3,569	3,689	
영업이익률	25.37	28.11	30.09	29.83	31.05	28.93	30.47	29.78
순이익률	11.16	18.17	21.46	22.30	22.97	23.56	17.74	20.13
ROE(%)	9.04	19.02	18.93	18.05	18.33	18.32	18.93	
ROA(%)	4.97	8.80	10.65	11.53	9.41	10.02	10.65	
부채비율	146.45	92.33	66.07	51.80	77.88	68.71	66.07	
자본유보율	5,192.30	6,059.62	7,201.94		6,617.24	6,952.94	7,201.94	
EPS(원)	2,027	4,869	6,040	7,032	1,634	1,678	1,245	1,530
PER(배)	25.50	12.28	8.25	9.63	11.52	9.60	8.25	
BPS(원)	24,982	30,760	38,381	45,981	35,227	38,739	38,381	
PBR(배)	2.07	1.94	1.30	1.47	1.76	1.42	1.30	
현금DPS(원)	350		350	348	0	0	350	
현금배당수익률	0.68		0.70	0.51				
현금배당성향(%)	16.03	6.72	5.35	4.95	0.00	0.00	25.96	
발행주식수(보통주)	17,595,514	18,247,298	18,260,502		18,260,502	18,260,502	18,260,502	
