	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	4,382	5,563	5,078		1,310	1,387	1,209	
영업이익	322	548	467		136	155	82	
영업이익(발표기준)	322	548	467		136	155	82	
세전계속사업이익	352	654	291		165	193	-212	
당기순이익	309	538	135		128	152	-226	
당기순이익(지배)	117	225	-112		51	61	-252	
당기순이익(비지배)	192							
자산총계	7,747	8,000	7,996		8,165	8,224	7,996	
부채총계	2,014	1,888	1,832		1,947	1,862	1,832	
자본총계	5,733	6,112	6,163		6,219	6,363	6,163	
자본총계(지배)	1,994	2,209	2,099		2,291	2,346	2,099	
자본총계(비지배)	3,740							
자본금	52	52	52		52	52	52	
영업활동현금흐름	335	321	1,017		299	106	412	
투자활동현금흐름	-1,242	-588	-333		-189	-250	49	
재무활동현금흐름	840	-148	-238		-124	-48	-42	
CAPEX	49	68	376		124	125	117	
FCF	285	253	641		175	-19	295	
이자발생부채	1,098	1,079	1,031		1,081	1,045	1,031	
영업이익률	7.36	9.84	9.19		10.36	11.19	6.74	
순이익률	7.04	9.67	2.65		9.74	10.95	-18.68	
ROE(%)	6.13	10.72	-5.18		9.58	9.53	-5.18	
ROA(%)	4.64	6.83	1.69		6.27	6.28	1.69	
부채비율	35.13	30.90	29.73		31.30	29.26	29.73	
자본유보율	4,016.24	4,462.10	4,237.16		4,609.13	4,718.29	4,237.16	
EPS(원)	1,129	2,178	-1,078		496	593	-2,438	
PER(배)	13.64	6.24	N/A		7.04	6.30	N/A	
BPS(원)	21,514	23,839	22,650		24,720	25,318	22,650	
PBR(배)	0.72	0.57	0.53		0.58	0.51	0.53	
현금DPS(원)	150	200	200		0	0	200	
현금배당수익률	0.97	1.47	1.67					
현금배당성향(%)	11.90	8.22	-16.62		0.00	0.00	-7.35	
발행주식수(보통주)	10,347,756	10,347,756	10,347,756		10,347,756	10,347,756	10,347,756	
