	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	329	332	428		98	110	113	
영업이익	20	7	21		3	7	4	
영업이익(발표기준)	20	7	21		3	7	4	
세전계속사업이익	12	5	-8		5	7	-25	
당기순이익	13	7	-8		5	6	-24	
당기순이익(지배)	13	7	-11		3	6	-24	
당기순이익(비지배)								
자산총계	406	443	529		506	505	529	
부채총계	123	142	225		195	188	225	
자본총계	282	301	303		311	318	303	
자본총계(지배)	282	276	275		284	289	275	
자본총계(비지배)								
자본금	25	25	50		25	25	50	
영업활동현금흐름	25	13	44		2	5	21	
투자활동현금흐름	-73	-43	-67		-21	-10	4	
재무활동현금흐름	2	15	55		-4	0	9	
CAPEX	64	30	35		14	6	4	
FCF	-39	-17	9		-12	-1	17	
이자발생부채	60	91	119		118	136	119	
영업이익률	6.17	2.23	4.90		3.00	6.62	3.79	
순이익률	3.83	2.16	-1.81		4.89	5.60	-21.62	
ROE(%)	4.52	2.43	-3.84		2.77	5.96	-3.84	
ROA(%)	3.22	1.69	-1.60		2.39	4.44	-1.60	
부채비율	43.74	47.21	74.33		62.49	59.06	74.33	
자본유보율	1,173.28	1,187.84	522.97		1,218.36	1,241.54	522.97	
EPS(원)	127	68	-106		33	58	-242	
PER(배)	51.70	82.05	N/A		62.75	26.17	N/A	
BPS(원)	2,836	2,796	2,769		2,873	2,931	2,769	
PBR(배)	2.31	2.00	3.27		1.70	1.50	3.27	
현금DPS(원)	25	0			0	0		
현금배당수익률	0.38	0.00						
현금배당성향(%)	19.72	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	9,950,000	9,950,000	9,950,000		9,950,000	9,950,000	9,950,000	
