	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	1,522	1,960	1,095		394	284	184	
영업이익	115	215	-65		22	-32	-48	
영업이익(발표기준)	115	215	-65		22	-32	-48	
세전계속사업이익	270	206	9		22	18	-25	
당기순이익	194	147	5		17	12	-22	
당기순이익(지배)	183	104	6		18	14	-19	
당기순이익(비지배)	11							
자산총계	2,016	2,105	2,148		2,184	2,148	2,320	
부채총계	680	664	725		765	725	941	
자본총계	1,335	1,441	1,423		1,419	1,423	1,379	
자본총계(지배)	1,293	1,355	1,341		1,335	1,341	1,299	
자본총계(비지배)	43							
자본금	172	172	172		172	172	172	
영업활동현금흐름	62	92	-130		6	3	-68	
투자활동현금흐름	278	-231	10		-5	49	34	
재무활동현금흐름	-125	13	73		89	-23	86	
CAPEX	64	143	143		9	38	12	
FCF	-2	-51	-273		-2	-35	-80	
이자발생부채	275	317	427		448	427	522	
영업이익률	7.57	10.98	-5.97		5.48	-11.17	-26.31	
순이익률	12.78	7.49	0.46		4.43	4.33	-11.82	
ROE(%)	15.19	7.86	0.48		-3.92	0.48	-0.82	
ROA(%)	10.20	7.13	0.24		-2.35	0.24	-0.66	
부채비율	50.96	46.09	50.99		53.89	50.99	68.23	
자본유보율	687.12	725.79	717.56		713.51	717.56	698.20	
EPS(원)	582	330	21		59	45	-61	
PER(배)	8.82	10.58	169.79		N/A	169.79	N/A	
BPS(원)	4,508	4,727	4,676		4,657	4,676	4,564	
PBR(배)	1.14	0.74	0.75		0.69	0.75	0.53	
현금DPS(원)	100	50	50		0	50		
현금배당수익률	1.95	1.43	1.43					
현금배당성향(%)	15.65	13.78	221.43		0.00	102.14		
발행주식수(보통주)	31,496,785	31,496,785	31,496,785		31,496,785	31,496,785	31,496,785	
