	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,718	1,813	2,024		578	635	428	
영업이익	58	90	130		45	60	22	
영업이익(발표기준)	58	90	130		45	60	22	
세전계속사업이익	-6	33	150		43	75	4	
당기순이익	-21	23	117		32	57	6	
당기순이익(지배)	2	43	114		34	57	0	
당기순이익(비지배)	-23							
자산총계	1,471	1,731	2,370		2,042	2,312	2,370	
부채총계	821	1,048	1,462		1,241	1,442	1,462	
자본총계	650	683	908		801	870	908	
자본총계(지배)	671	714	938		835	906	938	
자본총계(비지배)	-20							
자본금	97	97	111		107	109	111	
영업활동현금흐름	-32	137	27		48	-40	67	
투자활동현금흐름	-93	-186	-336		-137	-83	-25	
재무활동현금흐름	100	110	307		18	231	-36	
CAPEX	27	115	284		127	62	39	
FCF	-58	21	-257		-80	-102	28	
이자발생부채	712	838	1,159		969	1,145	1,159	
영업이익률	3.36	4.98	6.41		7.73	9.42	5.12	
순이익률	-1.24	1.28	5.77		5.52	8.95	1.29	
ROE(%)	0.23	6.16	13.79		9.83	16.46	13.58	
ROA(%)	-1.45	1.45	5.70		3.77	6.88	5.70	
부채비율	126.26	153.49	160.90		154.94	165.80	160.90	
자본유보율	611.35	644.61	756.36		692.85	752.30	756.36	
EPS(원)	8	220	540		161	265	2	
PER(배)	509.98	17.99	11.11		10.07	11.08	11.27	
BPS(원)	3,522	3,730	4,281		3,969	4,213	4,281	
PBR(배)	1.16	1.06	1.40		0.95	1.69	1.40	
현금DPS(원)	60	60	60		0	0	60	
현금배당수익률	1.47	1.51	1.00					
현금배당성향(%)	739.04	26.95	11.54		0.00	0.00	2,864.01	
발행주식수(보통주)	19,343,000	19,453,473	22,209,318		21,352,349	21,799,843	22,209,318	
