	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	3,044	2,895	3,740		965	915	1,017	
영업이익	-44	-320	-300		-13	-135	-102	
영업이익(발표기준)	-44	-320	-300		-13	-135	-102	
세전계속사업이익	-66	-288	-284		-3	-125	-119	
당기순이익	-60	-327	-338		2	-132	-173	
당기순이익(지배)	-60	-327	-338		2	-132	-173	
당기순이익(비지배)								
자산총계	10,016	10,307	9,933		10,410	10,115	9,933	
부채총계	3,729	4,277	4,251		4,402	4,239	4,251	
자본총계	6,287	6,030	5,682		6,009	5,876	5,682	
자본총계(지배)	6,287	6,030	5,682		6,009	5,876	5,682	
자본총계(비지배)								
자본금	100	100	100		100	100	100	
영업활동현금흐름	11	-662	-23		41	35	66	
투자활동현금흐름	-795	124	136		-53	113	0	
재무활동현금흐름	546	264	-27		45	-107	-69	
CAPEX	357	136	179		99	32	11	
FCF	-346	-798	-203		-58	3	55	
이자발생부채	2,614	2,879	2,851		3,037	2,933	2,851	
영업이익률	-1.43	-11.06	-8.02		-1.38	-14.80	-10.08	
순이익률	-1.96	-11.28	-9.04		0.22	-14.47	-17.06	
ROE(%)	-0.94	-5.30	-5.77		-3.89	-5.57	-5.77	
ROA(%)	-0.60	-3.21	-3.34		-2.35	-3.32	-3.34	
부채비율	59.30	70.93	74.80		73.26	72.14	74.80	
자본유보율	5,526.84	5,209.40	4,929.98		5,232.17	5,099.80	4,929.98	
EPS(원)	-298	-1,633	-1,690		11	-661	-867	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	31,426	30,137	28,401		30,032	29,371	28,401	
PBR(배)	0.62	0.35	0.31		0.34	0.33	0.31	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00			0.00	0.00		
발행주식수(보통주)	20,007,381	20,007,381	20,007,381		20,007,381	20,007,381	20,007,381	
