	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	23,811	24,446	26,826	29,266	6,692	7,025	6,371	7,288
영업이익	2,246	1,777	1,936	2,390	578	582	199	542
영업이익(발표기준)	2,246	1,777	1,936		578	582	199	
세전계속사업이익	2,202	903	749	1,775	474	29	-239	425
당기순이익	1,678	710	514	1,308	332	35	-199	
당기순이익(지배)	1,668	691	448	1,254	299	19	-192	240
당기순이익(비지배)	10							
자산총계	25,603	25,922	29,860	32,904	32,373	32,528	29,860	
부채총계	16,566	16,186	19,076	20,850	20,895	20,903	19,076	
자본총계	9,037	9,736	10,785	12,055	11,478	11,625	10,785	
자본총계(지배)	9,061	9,750	10,398	11,613	11,099	11,230	10,398	
자본총계(비지배)	-23							
자본금	168	168	184	182	184	184	184	
영업활동현금흐름	2,811	528	1,932	2,030	299	574	729	
투자활동현금흐름	-4,175	-663	-500	480	-1,983	-193	1,780	
재무활동현금흐름	-169	-898	-900	352	1,608	-324	-2,565	
CAPEX	1,546	707	871	914	282	352	133	
FCF	1,265	-179	1,062	2,182	16	222	596	
이자발생부채	11,389	11,080	12,051		15,858	15,828	12,051	
영업이익률	9.43	7.27	7.22	8.17	8.64	8.29	3.13	7.44
순이익률	7.05	2.90	1.92	4.47	4.96	0.50	-3.13	
ROE(%)	19.65	7.35	4.45	11.39	6.70	7.61	4.45	
ROA(%)	7.52	2.76	1.84	4.17	2.59	2.98	1.84	
부채비율	183.31	166.25	176.88	172.95	182.04	179.82	176.88	
자본유보율	5,467.56	5,695.52	5,781.60		5,943.39	5,953.69	5,781.60	
EPS(원)	49,609	20,549	12,632	34,098	8,608	515	-5,228	6,540
PER(배)	6.77	9.88	16.74	7.01	12.13	9.38	16.74	
BPS(원)	269,402	289,909	282,744	315,773	301,804	305,355	282,744	
PBR(배)	1.25	0.70	0.75	0.76	0.83	0.70	0.75	
현금DPS(원)	4,000	3,000	2,000	1,250	0	0	2,000	
현금배당수익률	1.19	1.48	0.95	0.52				
현금배당성향(%)	8.06	14.60	16.41	3.67	0.00	0.00	-38.26	
발행주식수(보통주)	3,363,200	3,363,200	3,677,641		3,677,641	3,677,641	3,677,641	
