	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	456	522	489		111	117	110	
영업이익	85	88	51		18	13	6	
영업이익(발표기준)	85	88	51		18	13	6	
세전계속사업이익	70	83	65		25	12	7	
당기순이익	68	77	58		18	11	5	
당기순이익(지배)	68	77	58		18	11	5	
당기순이익(비지배)								
자산총계	890	985	1,019		1,033	1,019	1,051	
부채총계	60	96	81		105	81	140	
자본총계	829	889	938		928	938	911	
자본총계(지배)	829	889	938		928	938	911	
자본총계(비지배)								
자본금	54	54	54		54	54	54	
영업활동현금흐름	96	39	119		58	17	50	
투자활동현금흐름	-115	-16	-59		-23	-32	-81	
재무활동현금흐름	-33	-16	-9		12	-14	12	
CAPEX	45	48	20		4	8	56	
FCF	50	-9	99		54	10	-6	
이자발생부채	13	11	14		23	14	44	
영업이익률	18.72	16.75	10.52		16.11	11.02	5.74	
순이익률	14.98	14.68	11.87		16.51	9.09	4.54	
ROE(%)	8.51	8.93	6.35		6.86	6.35	4.91	
ROA(%)	7.88	8.19	5.79		6.20	5.79	4.31	
부채비율	7.30	10.83	8.64		11.33	8.64	15.36	
자본유보율	1,442.63	1,564.50	1,643.92		1,622.35	1,643.92	1,624.55	
EPS(원)	625	702	530		167	97	46	
PER(배)	27.36	21.79	31.54		25.11	31.54	25.54	
BPS(원)	7,694	8,243	8,684		8,517	8,684	8,570	
PBR(배)	2.22	1.86	1.92		1.67	1.92	1.20	
현금DPS(원)	130	140	120		0	120		
현금배당수익률	0.76	0.92	0.72					
현금배당성향(%)	21.34	20.39	23.02		0.00	125.47		
발행주식수(보통주)	10,848,333	10,848,333	10,848,333		10,848,333	10,848,333	10,848,333	
