	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	879	740	842	1,152	224	207	258	216
영업이익	15	-60	-49	25	8	4	-30	-6
영업이익(발표기준)	15	-60	-49		8	4	-30	
세전계속사업이익	5	-90	-71	5	1	-2	-40	
당기순이익	-65	-14	-76	2	0	-9	-33	-9
당기순이익(지배)	-70	-13	-70	2	0	-9	-28	
당기순이익(비지배)	5							
자산총계	1,239	844	1,153	1,244	1,051	1,007	1,153	
부채총계	267	188	484	484	402	374	484	
자본총계	971	655	669	760	650	633	669	
자본총계(지배)	679	647	664	755	642	625	664	
자본총계(비지배)	293							
자본금	72	72	72	72	72	72	72	
영업활동현금흐름	70	-104	9	14	4	20	-7	
투자활동현금흐름	-41	13	-20	22	24	-2	128	
재무활동현금흐름	-30	9	132	-18	-5	-4	-4	
CAPEX	22	6	2	40	1	0	1	
FCF	48	-111	6	-48	3	20	-8	
이자발생부채	0	0	223		207	176	223	
영업이익률	1.66	-8.11	-5.87	2.17	3.72	2.04	-11.65	-2.78
순이익률	-7.40	-1.94	-8.99	0.17	-0.20	-4.41	-12.79	-4.17
ROE(%)	-9.56	-1.94	-10.62	0.28	-11.99	-11.53	-10.62	
ROA(%)	-5.04	-1.38	-7.58	0.17	-8.47	-8.25	-7.58	
부채비율	27.53	28.70	72.40	63.68	61.79	59.05	72.40	
자본유보율	943.14	924.09	822.42		879.35	866.32	822.42	
EPS(원)	-485	-89	-485	14	1	-65	-196	
PER(배)	N/A	N/A	N/A	411.55	N/A	N/A	N/A	
BPS(원)	4,883	4,652	4,776	5,432	4,620	4,497	4,776	
PBR(배)	1.52	1.70	1.76	1.05	1.65	1.62	1.76	
현금DPS(원)	0	0		0				
현금배당수익률	0.00	0.00		0.00				
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	14,364,880	14,364,880	14,364,880		14,364,880	14,364,880	14,364,880	
