	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	15,478	14,381	15,201	11,828	4,055	3,728	2,360	1,824
영업이익	5,309	4,307	5,012	944	1,392	641	-1,868	209
영업이익(발표기준)	5,309	4,307	5,012		1,392	641	-1,868	
세전계속사업이익	5,662	4,107	4,889	1,000	1,554	769	-2,204	-64
당기순이익	4,375	2,972	3,347	760	1,286	526	-1,561	530
당기순이익(지배)	4,376	2,973	3,347	760	1,286	526	-1,561	189
당기순이익(비지배)	-1							
자산총계	41,857	42,312	44,381	43,225	41,698	44,381	43,702	
부채총계	6,844	6,445	7,204	6,916	4,781	7,204	9,945	
자본총계	35,012	35,868	37,178	36,309	36,917	37,178	33,757	
자본총계(지배)	35,011	35,867	37,177	36,169	36,916	37,177	33,757	
자본총계(비지배)	1							
자본금	1,070	1,070	1,070	1,070	1,070	1,070	1,070	
영업활동현금흐름	4,630	3,639	4,079	1,569	-22	2,067	-684	
투자활동현금흐름	-2,502	-2,020	-2,113	827	-1,260	-2,370	909	
재무활동현금흐름	-2,003	-2,024	-1,848	-1,645	-4	-4	-4	
CAPEX	855	1,033	796	438	167	383	124	
FCF	3,776	2,607	3,283	829	-189	1,684	-808	
이자발생부채	14	0	680		48	680	651	
영업이익률	34.30	29.95	32.97	7.98	34.33	17.18	-79.14	11.45
순이익률	28.27	20.67	22.02	6.43	31.72	14.11	-66.15	29.04
ROE(%)	12.96	8.39	9.16	2.07	8.27	9.16	2.21	
ROA(%)	10.72	7.06	7.72	1.74	7.20	7.72	1.75	
부채비율	19.55	17.97	19.38	19.05	12.95	19.38	29.46	
자본유보율	3,335.69	3,415.78	3,538.24		3,513.86	3,538.24	3,218.48	
EPS(원)	2,046	1,390	1,564	355	601	246	-730	88
PER(배)	17.01	23.03	18.92	69.77	21.00	18.92	55.53	
BPS(원)	17,269	17,691	18,337	17,840	18,209	18,337	16,650	
PBR(배)	2.02	1.81	1.61	1.39	1.62	1.61	1.19	
현금DPS(원)	990	900	900	860	0	900		
현금배당수익률	2.84	2.81	3.04	3.47				
현금배당성향(%)	45.86	61.37	54.52	241.95	0.00	346.75		
발행주식수(보통주)	213,940,500	213,940,500	213,940,500		213,940,500	213,940,500	213,940,500	
